SUM149R_DMSO_12H_R	SUM149R_JQ1_12H_R	LOG2_FOLD_CHANGE	P_VALUE
BIN3	10.144175	13.4323	0.405054818081658	0.0332083034959425
BIRC2	27.89	28.04005	0.00774098754606757	0.825275015324449
BIRC3	17.31305	12.97075	-0.416598001241942	0.017063633650597
BIRC5	41.02435	46.16765	0.170401823495766	0.198080091356221
BIRC6	8.80473	8.292125	-0.0865368994266814	0.744224929079707
BIVM	6.370575	3.218155	-0.985189780129076	0.0199865355612263
BIVM-ERCC5	4.63913	2.38966	-0.957048908014865	0.0927018755573881
BLCAP	23.07515	24.8325	0.10588948531621	0.458818389164234
BLM	22.6645	24.4326	0.108373062077485	0.149863158097393
BLMH	42.5271	33.1497	-0.359386664114086	0.073066507401145
BLOC1S1	33.41095	33.3211	-0.0038849766418338	0.953123202347037
BLOC1S1-RDH5	0.9160655	0.515245	-0.830192157034675	0.489544561537981
BLOC1S2	10.7364	12.9377	0.269070837644062	0.0936901352956438
BLOC1S3	10.8469	10.9457	0.0130814355907804	0.842677940630668
BLOC1S4	11.91395	12.0075	0.0112839990146998	0.915330683024869
BLOC1S5	1.045964	1.126194	0.106622172060955	0.95778930915452
BLOC1S5-TXNDC5	8.1828	5.599155	-0.547385472342939	0.237395308994319
BLOC1S6	16.21945	15.7377	-0.0435001864176215	0.556757395336142
BLVRA	19.96085	20.14045	0.0129227611969309	0.912042952915252
BLVRB	43.34725	53.08005	0.292229259591794	0.00275955252401676
BLZF1	8.423685	9.876155	0.229497990418618	0.0457726499620786
BMI1	23.55805	15.6065	-0.594073099283535	0.19307491542229
BMP1	8.002855	7.76469	-0.0435864428059511	0.792921430456063
BMP2	8.595885	4.4678	-0.944081576439447	0.000729815423181424
BMP2K	7.0677	9.427925	0.415699478207479	0.043105729068036
BMP4	12.7235	8.72068	-0.544983044522893	0.139144322387771
BMP5	9.57505	9.18034	-0.0607324348742229	0.0121928929032077
BMP6	0.7470465	0.871127	0.221685015471411	0.542970969759299
BMP8B	0.666962	1.176335	0.818622501791458	0.00168863751727567
BMPR1A	9.83431	6.756295	-0.541591511045975	0.0891391465284401
BMPR1B	1.56762	0.6082865	-1.36575299311259	0.00448590380162812
BMPR2	1.79712	2.83245	0.656363743138775	0.0283711872221181
BMS1	14.7191	18.15115	0.302371495313158	0.0330219922029103
BMS1P4	2.358525	3.21846	0.448485645413455	0.0754906863198731
BNC1	38.60585	40.84555	0.0813594319266397	0.277096382198127
BNIP1	13.41335	8.72176	-0.620978400146217	0.00758168563163056
BNIP2	15.5436	15.6131	0.00643633450571362	0.913823876919468
BNIP3	31.64045	35.7311	0.175410210304384	0.320067498363474
BNIP3L	8.12293	15.05635	0.890299953459663	0.0617880376407662
BOD1	34.13445	25.7274	-0.407922839978109	0.0606639559437034
BOD1L1	9.74346	10.031605	0.0420463636251102	0.807140437944206
BOK	4.782085	4.564385	-0.0672192874820144	0.54556085785771
BOLA1	7.4819	11.13045	0.57303533282757	0.0513382455961769
BOLA3	150.7315	106.667	-0.498867031301828	0.198716202193505
BOLA3-AS1	3.35796	1.639615	-1.03422795137676	0.0482921565390487
BOP1	52.0909	58.8753	0.176631142566018	0.295800407301226
BORA	8.068445	7.92884	-0.0251808421583863	0.817577493290917
BPGM	4.188675	5.871035	0.487120907699709	0.171247700990036
BPHL	5.15966	7.4932	0.538305957551007	0.0547687442883109
BPNT1	28.1614	26.30465	-0.098401202857123	0.513923482621124
BPTF	9.16187	8.88483	-0.0442979198799697	0.832573765036676
BRAF	2.13182	1.77516	-0.264136564927104	0.129229430550161
BRAP	12.8449	11.951	-0.104064317852562	0.232538727707144
BRAT1	23.1829	27.4742	0.245016425532117	0.0187221239390589
BRCA1	7.27735	5.072995	-0.520575459437104	0.06706218506973
BRCA2	4.805175	6.28637	0.387638214487832	0.16256974462053
BRCC3	33.88865	37.65945	0.15220976390088	0.131096698781169
BRD1	10.13538	9.99107	-0.0206890822101318	0.714983093847146
BRD2	71.6698	140.4705	0.970829950339999	0.0281192270263996
BRD3	16.53885	20.3679	0.300438318468211	0.0599579956482553
BRD4	22.13765	22.18525	0.00309872821260237	0.958752839890336
BRD7	93.329	72.106	-0.372206125201055	0.0142093828604614
BRD8	34.1729	51.7576	0.598918037343628	0.0298970742340072
BRD9	15.31475	15.7455	0.040017754747853	0.649023386609732
BRE	15.42845	12.3068	-0.326137447952839	0.128020465364413
BRF1	10.42715	11.06295	0.0853912526797991	0.265591053441434
BRF2	8.780535	7.99325	-0.135526633943837	0.474120128163131
BRI3	117.824	104.80765	-0.168889412649688	0.491700298724338
BRI3BP	42.7655	41.23855	-0.052453801005491	0.714464025347767
BRICD5	5.6899	8.61424	0.598320221454298	0.104072675895663
BRIP1	3.736765	3.387655	-0.141502879898257	0.371416826830851
BRIX1	75.5644	36.8381	-1.03650805669411	0.0109394321321462
BRK1	173.4865	199.7615	0.203455156924841	0.173830767840612
BRMS1	71.86975	96.0227	0.417990835140962	0.0213769816689316
BRMS1L	12.4346	11.1088	-0.16265711758394	0.0438648126813529
BROX	28.0811	23.02555	-0.286363832691093	0.0183235429156213
BRPF1	15.5041	15.0874	-0.0393055723830983	0.588294168635202
BRPF3	4.530055	4.31726	-0.0694125869392697	0.359186597290054
BRWD1	9.829675	6.73122	-0.546275707510745	0.0306114572437041
BRWD1-IT2	0.291472	0.588031	1.01253491465105	0.182785930604948
BRWD3	3.60424	2.843315	-0.342121142336073	0.176948488012126
BSCL2	15.805	22.8595	0.532412812955242	0.0345462492472357
BSDC1	21.14595	27.9823	0.404133173290951	0.0221856991419953
BSG	475.938	590.718	0.311695926323068	0.0783544574245702
BSPRY	16.7899	18.50075	0.139990119528613	0.0822205654731619
BST2	48.4791	30.008	-0.692015747745272	0.00462217233188764
BTAF1	12.1582	13.128	0.110717487822051	0.480425644346752
BTBD1	62.2691	51.01515	-0.28759067878849	0.00102093640870089
BTBD10	12.5953	16.1541	0.359014890200461	0.036469152703121
BTBD19	0.6324015	1.463095	1.21011075317404	0.0200264475376506
BTBD2	43.097	51.043	0.244125678305872	0.0280876021374469
BTBD3	29.89645	23.0481	-0.37532635925397	0.026834220797797
BTBD6	20.3944	18.79985	-0.117451912904126	0.449059785432021
BTBD7	5.08528	4.87984	-0.0594933667946413	0.679199174084665
BTBD8	0.377622	0.3545035	-0.0911429463665662	0.849998697455936
BTBD9	0.95578	1.346965	0.494961879644053	0.0814003630860036
BTC	2.64905	1.303285	-1.02332247004661	0.0110114741121467
BTD	6.265935	17.3193	1.46677891232225	0.00205022453405287
BTF3	801.3115	664.0355	-0.271102810091568	0.198879225267663
BTF3L4	25.1498	20.5146	-0.293895902869522	0.146787762717172
BTG1	34.49765	25.97455	-0.409399332853322	0.109539804010514
BTG2	1.0219505	0.851202	-0.263751872714865	0.473573122368265
BTG3	28.19455	22.5276	-0.323722694129243	0.116612851917046
BTN2A1	6.96952	5.37852	-0.373850056244591	0.19045111105796
BTN2A2	2.25277	2.092125	-0.1067309748272	0.437732581772258
BTN2A3P	0.751084	0.605004	-0.312029584569403	0.504370844699043
BTN3A1	1.992055	0.9924395	-1.00520641823537	0.0186853916224379
BTN3A2	4.58178	2.223915	-1.04280653943292	0.0560000303736852
BTN3A3	1.109765	0.389366	-1.51105539234044	0.0140794737341309
BTRC	2.75095	3.217375	0.225954180466894	0.199627020863561
BUB1	39.1836	65.6321	0.744151643536491	0.00687442392217836
BUB1B	52.424	56.8081	0.115869214661763	0.115804113057886
BUB3	89.2656	78.8108	-0.179710969740951	0.163519208421196
BUD13	15.12235	11.26775	-0.424482890737064	0.047983359092293
BUD31	56.0306	79.72555	0.508827203528249	0.0985520081612554
BVES	1.82171	2.32344	0.350969076269822	0.057654317150725
BYSL	36.1452	34.73145	-0.0575614303749973	0.0491055623556177
BZW1	165.6435	210.4495	0.345392490153653	0.0431414468099321
BZW2	52.28585	40.8848	-0.354855983025166	0.0596385657299898
C10orf114	2.401025	1.44066	-0.736920529896502	0.031831587038819
C10orf118	2.14672	3.81305	0.828811418521091	0.0862147292918392
C10orf12	2.62921	3.1622	0.266299239515676	0.453434261332148
C10orf137	7.540715	7.909055	0.0688040027332642	0.460920027682682
C10orf2	22.23995	17.7035	-0.329118933801835	0.121309169062695
C10orf32	5.708485	7.560525	0.405378504933767	0.0715527563207467
C10orf32-AS3MT	0.669041	0.5140735	-0.380119979997761	0.592662843163783
C10orf35	9.404775	8.106755	-0.21426888608246	0.16931029549178
C10orf54	0.6528355	1.113805	0.770705258515921	0.0825440400618087
C10orf76	6.754555	7.5715	0.1647184169576	0.0269697653026114
C10orf88	3.28714	2.597805	-0.33953976112178	0.23820723971422
C10orf91	0.5173245	0.178065	-1.53866554596938	0.0270918167998629
C10orf95	1.691475	1.121575	-0.592755757230041	0.0569648074392883
C11orf1	27.69585	20.06365	-0.465085729836618	0.0719795175499705
C11orf24	47.8856	49.399	0.0448899584846452	0.164448391535496
C11orf30	6.32761	6.780525	0.0997362995949607	0.549253885401825
C11orf31	53.5895	45.48275	-0.236630869707267	0.396634109705654
C11orf35	2.12592	2.068715	-0.0393524045899035	0.72598206532334
C11orf48	60.87635	64.1817	0.0762801423248344	0.66004162138255
C11orf49	6.16901	5.04382	-0.290522194102247	0.0977000916162234
C11orf52	1.67307	0.952708	-0.812391799381457	0.16294648328141
C11orf54	5.27039	4.95424	-0.0892459635572085	0.050476984215985
C11orf57	15.63245	13.8587	-0.17375196942047	0.12721268101923
C11orf58	72.04855	56.986	-0.338361866391649	0.120678224983037
C11orf63	1.125618	0.712441	-0.659874855261573	0.153261403682793
C11orf68	22.4375	27.12195	0.27354896941299	0.0144077716793164
C11orf70	3.400545	2.734325	-0.314581252477308	0.478926335420474
C11orf71	6.42229	7.12716	0.150239500509278	0.399995116460561
C11orf73	43.5494	38.5293	-0.176696866927577	0.0514040486719448
C11orf74	21.0229	20.4511	-0.0397832520664723	0.384686373593715
C11orf75	5.701835	3.872385	-0.558203895822988	0.102873419550319
C11orf80	7.06439	6.3596	-0.151628964159347	0.0621098337607974
C11orf82	7.47136	8.638055	0.209335624019239	0.017822657838416
C11orf83	20.8182	22.68095	0.12363573479498	0.488873035110206
C11orf84	30.4109	23.90565	-0.347236879636522	0.140895603934188
C11orf86	2.29579	0.553178	-2.05317499569321	0.0281251285521605
C11orf91	1.305315	1.799175	0.462937518241127	0.156808306403832
C11orf95	5.06277	4.197565	-0.270374278857749	0.0998118301249896
C12orf10	50.22115	43.61995	-0.203306948586446	0.0542830628464975
C12orf23	10.642	12.5532	0.238285867148697	0.0197047523478997
C12orf29	19.129	19.08795	-0.00309928731647484	0.97358563291328
C12orf39	1.547755	0.8477255	-0.868508030062307	0.025390326926169
C12orf4	10.072025	7.247605	-0.474777534460523	0.0563009913597202
C12orf43	16.0155	14.01905	-0.192080250876206	0.18140760770104
C12orf44	49.8028	56.4358	0.180383769947263	0.117305105843096
C12orf45	38.13075	33.64575	-0.180530627219552	0.547249702085524
C12orf49	16.4263	20.8478	0.343887596885418	0.0416850258544108
C12orf5	4.625595	6.527535	0.496899333688872	0.00295009170576597
C12orf52	34.0718	31.1155	-0.130944737156518	0.138326651724525
C12orf57	172.814	316.602	0.873450271341531	0.0184906267330308
C12orf60	5.249755	6.88218	0.390615530101452	0.123593973991957
C12orf65	12.73205	11.01345	-0.209198258959784	0.243804925577178
C12orf66	7.707245	8.17733	0.0854146096992121	0.0888803549842446
C12orf73	8.517925	4.05428	-1.07105629824019	0.0174291332025899
C12orf75	53.6459	44.56815	-0.267454837515891	0.0891648526905039
C12orf76	3.118975	3.6567	0.229470282220982	0.472880539747176
C14orf1	22.85925	28.057	0.295582686504442	0.098870162995065
C14orf101	6.203675	4.513475	-0.45888449163924	0.071757826724288
C14orf119	21.32725	22.45905	0.0745989519564164	0.255924219151908
C14orf132	0.713141	1.0456195	0.552098696531178	0.0978920521448749
C14orf142	10.24225	9.49347	-0.109525264369869	0.0698457829927693
C14orf159	1.623465	1.22018	-0.411982293414878	0.182592123683082
C14orf166	248.5805	210.5135	-0.239800373310805	0.162406355591721
C14orf169	11.80205	12.52745	0.0860553041277584	0.0392058752481411
C14orf178	0.364873	0.7569565	1.0528159974544	0.191962042559455
C14orf2	115.643	109.531	-0.0783386944392928	0.757677767285347
C14orf28	0.5694555	0.8394185	0.559807152038256	0.283367959638846
C14orf64	1.1727955	0.6427235	-0.867681345057917	0.1767637064675
C14orf79	4.617255	9.027925	0.967359022108894	0.0949427183880958
C14orf80	18.46665	22.14265	0.261905718605345	0.0414729152135787
C14orf93	3.69725	3.485355	-0.0851469897867561	0.624684866109121
C15orf37	4.08661	4.848045	0.246498521788627	0.149870470909829
C15orf38	18.59945	13.90515	-0.419640652711376	0.102824550329748
C15orf38-AP3S2	4.047635	4.6536	0.201268010015013	0.689212236346872
C15orf39	20.2287	30.4055	0.587928706072279	0.0005508097144677
C15orf40	29.75285	38.6896	0.378917943712072	0.0503461387206087
C15orf41	10.7862	7.20721	-0.581673902384	0.00339415085024558
C15orf48	4.500215	3.26041	-0.464940532269924	0.174876836425786
C15orf52	60.66275	16.3276	-1.89349815635474	0.00447018727310816
C15orf57	9.520495	13.61905	0.51651758055556	0.00985108532297682
C15orf61	10.43161	8.625685	-0.274250901964164	0.210417536825795
C15orf62	1.0271045	0.7239085	-0.504703710925771	0.155586448488768
C16orf13	122.7965	103.8665	-0.241539023266405	0.110205072047637
C16orf3	0.2608075	0.246425	-0.0818367315732119	0.923117814995176
C16orf45	2.35795	2.83231	0.26444605240942	0.21639961645239
C16orf46	1.73801	3.969425	1.19149365464276	0.00760062811193493
C16orf52	10.8222	8.745175	-0.30743464908056	0.0114692330648763
C16orf55	3.819315	4.82081	0.335961658793764	0.0344655789512112
C16orf58	36.10555	52.9232	0.551679677333878	0.05494873829785
C16orf59	10.9799	12.37315	0.172347918462977	0.179537510022458
C16orf62	7.57613	3.82668	-0.985367823465578	0.0367452849736782
C16orf70	15.6434	19.0691	0.285682646789111	0.107080258140464
C16orf72	15.66035	18.74625	0.259485571331923	0.104324110177564
C16orf74	15.33275	13.2639	-0.209111439133754	0.316906612887712
C16orf80	62.60845	69.76705	0.156188447833978	0.149768352969449
C16orf86	1.21409	0.286817	-2.08167292994231	0.0458068881095332
C16orf87	12.67795	11.47185	-0.144223417998676	0.135129126969189
C16orf88	33.788	32.2973	-0.065097393060746	0.0664792476733824
C16orf91	24.3244	29.34635	0.270776857873395	0.130976654594944
C16orf93	2.34101	3.574985	0.610806091445881	0.109515879142214
C16orf95	5.34068	7.85397	0.556398643125618	0.152550495282925
C17orf100	2.85518	2.050145	-0.477855750321603	0.229246462239042
C17orf103	0.8975955	1.920465	1.09731832306935	0.059171329670144
C17orf49	26.53215	44.8423	0.757118689792184	0.0407810149265074
C17orf51	4.36017	6.32793	0.537349254930059	0.142288868589115
C17orf53	7.77084	5.397615	-0.525748481022316	0.0345523595076334
C17orf58	7.705205	8.71165	0.177112652661156	0.239251719907341
C17orf59	6.16892	7.679455	0.315985991381613	0.274076849513095
C17orf61-PLSCR3	16.1332	8.087305	-0.996301697059703	0.0453555977983463
C17orf62	35.798	49.82005	0.476847481735727	0.00351917245315505
C17orf67	1.898525	2.332775	0.297168167054147	0.271500074080596
C17orf70	21.1896	26.11985	0.30179025791251	0.0344621183784996
C17orf75	7.302545	5.028105	-0.538384565984463	0.0427584288663749
C17orf76-AS1	464.802	358.483	-0.374711571551134	0.0791130549091099
C17orf77	1.28434	0.8943655	-0.522090731294724	0.0396470649933159
C17orf80	4.7743	3.384365	-0.496404053179849	0.0356160674124759
C17orf85	11.47965	9.7238	-0.239486531436148	0.0944269925817732
C17orf89	58.67665	46.01915	-0.350552169807053	0.289962449709004
C17orf96	15.42255	10.25856	-0.588213090282275	0.0319845425848676
C17orf97	0.8911885	0.626462	-0.508503615044786	0.231679488679233
C18orf21	28.27255	27.1454	-0.0586942679392711	0.701977725994031
C18orf25	15.51545	18.2521	0.234356922726467	0.045606505895053
C18orf32	26.665	36.0808	0.436283999021316	0.0818582938617811
C18orf54	3.932845	4.56003	0.213469987397076	0.0808105372980238
C18orf56	2.86663	1.82754	-0.649452722610888	0.0619827806547689
C18orf8	24.45245	32.09455	0.39234931053244	0.030995895656851
C19orf10	122.2905	122.969	0.00798232959328536	0.922686750378669
C19orf12	7.03988	3.676765	-0.937113867455235	0.0636556388500701
C19orf21	1.837875	1.14707	-0.680085212896796	0.104218395126089
C19orf24	72.68225	70.17735	-0.0505976108081003	0.682013231986381
C19orf25	10.49515	18.27275	0.799970985819173	0.00135887640266374
C19orf33	285.896	222.468	-0.361892602785148	0.272633460478127
C19orf40	5.44191	3.70698	-0.553868765535351	0.0668790221955338
C19orf43	173.153	186.361	0.106052593501044	0.340705348722349
C19orf44	2.93214	1.6859	-0.798435024397803	0.0295966111899209
C19orf47	12.172	13.27015	0.124618439431962	0.0344910640500667
C19orf48	88.7738	95.53005	0.105820665965332	0.221505532035117
C19orf52	23.86785	28.97705	0.279842113962781	0.101102085063158
C19orf53	112.469	119.07	0.0822825641453213	0.511530829265052
C19orf54	8.932275	5.518115	-0.694852145008974	0.0532815363997638
C19orf55	2.78199	3.36163	0.27304370808975	0.273861980193652
C19orf57	1.98102	1.703845	-0.217449346942984	0.296557599001886
C19orf60	14.9138	19.45765	0.383689579323319	0.10809909216956
C19orf66	3.6934	2.48498	-0.571715276231867	0.073593058271681
C19orf70	52.3712	43.7799	-0.258505002966364	0.322607848259809
C19orf71	13.41025	19.92125	0.57097204225559	0.0509174750175414
C19orf73	2.07771	3.6166	0.799639741518642	0.176556601932818
C19orf77	0.8329155	0.5701605	-0.546802045705411	0.30470080480939
C1D	34.9954	27.9347	-0.32510697145308	0.243916399002847
C1GALT1	3.877105	4.099095	0.0803256192647316	0.514227208292876
C1GALT1C1	17.05675	20.7913	0.285637186038081	0.0906147780118022
C1QBP	575.412	419.3595	-0.456407769588566	0.0121803658234143
C1QL1	1.94076	3.302275	0.766838545779046	0.0402895725533939
C1QL3	0.8196555	0.9192955	0.165511004033945	0.593287034046616
C1QTNF1	10.81835	6.284405	-0.783632414489694	0.0275381868702202
C1QTNF6	1.4501	1.09749	-0.401944598603545	0.194324824304833
C1R	1.60772	0.8571645	-0.90737216283448	0.0565946097962315
C1RL	4.355445	2.84813	-0.6128051297366	0.00472952881015134
C1RL-AS1	3.383315	1.26764	-1.41629241463579	0.00958762017608875
C1S	3.533905	1.379415	-1.35720669715008	0.003503093526565
C1orf106	6.47853	2.64383	-1.29303708434855	0.00791268591240704
C1orf109	18.6129	17.2343	-0.111020150921038	0.411503986694786
C1orf112	10.7616	8.579295	-0.326961584246785	0.00287143203815924
C1orf115	1.766845	1.19961	-0.558610028405441	0.0263473926333682
C1orf116	10.09287	6.359365	-0.666381855562783	0.0150455184629304
C1orf122	46.35785	54.8798	0.243461565767346	0.270071438691342
C1orf123	28.8909	39.46825	0.450077405389458	0.104129208217298
C1orf131	42.1569	31.48865	-0.42093687583189	0.195486587403005
C1orf151-NBL1	50.232	44.0849	-0.188322130251158	0.276899962061755
C1orf159	4.18724	2.172485	-0.946653395452866	0.00537498701535789
C1orf170	0.504124	0.326776	-0.625476609931189	0.0536178044550632
C1orf172	11.6319	8.766565	-0.408003203679911	0.0531189210753666
C1orf174	10.4534	9.190275	-0.185792322621309	0.121375576335802
C1orf192	3.230665	2.653735	-0.283806848347969	0.0231627285153922
C1orf198	22.7751	23.46065	0.0427855966126407	0.446603537495293
C1orf204	0.8947815	0.5370455	-0.736491105796337	0.0938618671894792
C1orf21	0.722288	0.5333385	-0.43752272650883	0.0766933011284048
C1orf210	4.52493	3.409835	-0.408193544352947	0.0581764159603716
C1orf213	1.603215	1.76801	0.14115852289401	0.62216418375858
C1orf216	7.158655	4.40869	-0.69933851652871	0.0823941900510369
C1orf226	1.63255	2.620085	0.682486438222109	0.0143905656031213
C1orf229	0.807519	0.539996	-0.580547484566282	0.344058277092779
C1orf233	5.24852	4.33835	-0.27476421451073	0.0998390616901662
C1orf27	13.867	13.6524	-0.0225011178832088	0.145019805739364
C1orf35	46.5353	40.56815	-0.197977994060503	0.218910845879785
C1orf43	107.7905	81.13735	-0.409791944271155	0.0953287622186839
C1orf50	4.5139	8.2908	0.877136859967244	0.0960946105547441
C1orf52	5.799515	6.05679	0.0626211353371842	0.169608789245475
C1orf53	4.35649	6.311635	0.534847545572732	0.00163719786178105
C1orf54	0.408877	0.165692	-1.30316296366455	0.0919079281213585
C1orf56	2.00048	1.962425	-0.0277086871584641	0.863890474165589
C1orf61	1.15319	1.01742	-0.180714872064615	0.380226873587105
C1orf63	16.8157	27.2801	0.698040096539967	0.068811226485766
C1orf74	5.45396	5.683445	0.0594615599520707	0.26706429147639
C1orf85	9.92723	8.695635	-0.191099833587905	0.206919004824703
C1orf86	22.2916	14.113	-0.659475476894017	0.0721799971446919
C20orf111	34.2208	37.5674	0.134607785075771	0.254710480184962
C20orf112	1.14002	0.772652	-0.561168454309484	0.0524812285273254
C20orf144	1.340545	2.588715	0.949416493870728	0.274987416491443
C20orf194	1.51921	1.2042	-0.335246284447325	0.0637883619541437
C20orf195	1.405425	0.5934395	-1.24383360434013	0.0356349366710902
C20orf196	2.502185	1.759905	-0.507690905636758	0.317204911532929
C20orf24	178.3275	183.537	0.0415417323210323	0.652121696409128
C20orf27	84.0711	86.5416	0.04178384418522	0.754110269833872
C20orf96	2.480555	1.51495	-0.711392766464735	0.0103075385230144
C21orf119	4.483295	8.05469	0.845269633564622	0.0432621466548796
C21orf2	3.0181	4.285295	0.505753914892108	0.0472776251224539
C21orf33	57.1944	50.6066	-0.176548346955862	0.240366733180009
C21orf58	2.833545	4.801705	0.76093865783221	0.0359594382001003
C21orf59	50.1898	46.14795	-0.121127635749241	0.324397439416345
C21orf67	2.8724	3.70612	0.367652927338614	0.251552797434016
C21orf91	3.342345	3.8045	0.186846204996151	0.262931675146579
C22orf23	5.593055	3.57454	-0.645878920854488	0.107712137035588
C22orf28	66.8142	74.97135	0.166184630024178	0.156927343536679
C22orf29	4.757955	6.978535	0.552582577005281	0.0243181532568887
C22orf32	9.358805	13.2956	0.506552651259937	0.141314606490791
C22orf39	15.81955	27.22945	0.783459280327273	0.0301031167118046
C22orf46	9.08701	6.28322	-0.532301571160958	0.116419475477207
C2CD2	9.21151	6.56792	-0.488001115395326	0.163423282614418
C2CD2L	11.39405	10.87375	-0.0674310778350631	0.225961957565967
C2CD3	4.72921	5.103925	0.110007923553024	0.642131583999777
C2CD4D	0.9686345	0.8410445	-0.203770252469867	0.53584038604788
C2CD5	20.0124	19.48795	-0.0383118568976854	0.571722921600355
C2orf15	5.629975	4.87849	-0.206693844985841	0.313027556574975
C2orf27A	1.956165	3.599065	0.879594093033123	0.0263424731518697
C2orf42	4.58616	5.47564	0.255740910733791	0.0496078005638459
C2orf43	9.108085	8.24399	-0.143805000416112	0.0246428605306542
C2orf44	7.092945	10.64655	0.585929336996205	0.0164641884747043
C2orf47	26.4963	15.74585	-0.750819272891053	0.0145034109682941
C2orf48	0.5953495	0.836422	0.490494157508355	0.0207888022290656
C2orf49	16.64855	19.2369	0.208479797798477	0.321205072935523
C2orf68	11.4649	14.63835	0.352529174240057	0.0811944606009778
C2orf69	7.59602	9.660695	0.346883277662141	0.0608680966731649
C2orf70	2.98086	0.6637055	-2.16711348412556	0.0105257599406911
C2orf74	36.1952	23.73885	-0.608548340995927	0.0641299404523403
C2orf76	3.568695	3.50064	-0.0277779010906535	0.910901743876507
C2orf81	1.399125	2.614535	0.90202952236626	0.00519718496130134
C2orf82	0.415905	0.7633285	0.876050028356975	0.248193516558159
C3	151.6675	148.023	-0.035090610421643	0.668397445152015
C3AR1	1.524935	0.0820925	-4.21535351632845	0.0346802444579013
C3orf14	25.58615	21.97935	-0.219214356662742	0.116586277210503
C3orf17	13.80445	12.8759	-0.100460131534301	0.058123091258944
C3orf18	1.98281	0.801078	-1.30753181188735	0.0139740056603863
C3orf33	6.03757	1.665025	-1.85842417152886	0.040710566763726
C3orf37	39.2432	47.0979	0.263220046689365	0.142590217920128
C3orf38	8.94483	7.39031	-0.275419181443784	0.0845279835350155
C3orf52	4.04302	6.778515	0.745535909888993	0.0642285338198015
C3orf58	9.51973	12.14985	0.351945941376723	0.0735355207912492
C3orf62	1.805735	1.451695	-0.314847810098234	0.224226885695206
C3orf67	0.6764955	0.4770975	-0.503796210936331	0.0867954140387844
C3orf80	0.555579	0.3188085	-0.801301974129072	0.0818020408878656
C4orf21	3.80327	2.884365	-0.398986620758855	0.162079622058619
C4orf27	44.94095	43.3875	-0.0507511617002741	0.47097853047969
C4orf29	4.221615	6.02922	0.514176358031625	0.00475995913623516
C4orf3	13.75445	13.70935	-0.00473828128893271	0.969691654162737
C4orf32	6.139355	10.02593	0.707577067243408	0.0628995733900823
C4orf33	3.979775	3.578625	-0.153281495750699	0.391684743008921
C4orf36	1.61583	0.8441115	-0.936769936982112	0.0958508079939123
C4orf46	11.1897	9.483	-0.238755916568388	0.00161240407905716
C4orf47	0.780408	1.176375	0.592047557630934	0.197040454975723
C4orf48	24.69875	24.7087	0.000581079001280298	0.998807395867493
C4orf52	10.7422	12.3527	0.201536927166819	0.252375870890896
C5AR1	1.11608	0.5126035	-1.12252520812193	0.107810005598858
C5AR2	1.669	0.9503535	-0.812447801581128	0.10542757934054
C5orf15	26.7703	23.7654	-0.171770622436387	0.272401345128346
C5orf22	6.037285	7.448315	0.303014180286035	0.164564737421842
C5orf24	15.73285	19.4457	0.305671131270453	0.0594040138131991
C5orf27	0.7519045	1.22296	0.701755876862043	0.122855965121816
C5orf28	3.69343	2.16563	-0.770174456984276	0.0770784212015419
C5orf30	8.854405	7.40147	-0.258583532036841	0.161083825894933
C5orf34	5.23607	3.89876	-0.425469036522323	0.0935747833722925
C5orf38	11.1416	6.13771	-0.860184040356124	0.0256396358637123
C5orf42	2.178675	2.61458	0.263128212919689	0.304445100728549
C5orf45	18.18315	73.4121	2.01341572215009	0.0275372018820426
C5orf46	5.569595	2.84819	-0.967527033717002	0.278195109002287
C5orf51	10.6663	9.20192	-0.213052991845432	0.120819789766087
C5orf54	2.951635	4.26942	0.532525764914159	0.0418035016834753
C5orf55	3.411335	5.81787	0.770154622372797	0.0913871402291143
C5orf63	2.91486	1.91387	-0.606933755001505	0.294233517317777
C6orf1	13.18045	31.82895	1.27193993800623	0.0113718455756765
C6orf106	30.42115	44.1308	0.536711208839047	0.0346453587444183
C6orf120	11.06405	14.1634	0.35628805230719	0.00323372372923345
C6orf132	3.508875	2.365255	-0.569012824118836	0.0635437409452596
C6orf136	11.89625	10.013385	-0.248577114984098	0.104663594828446
C6orf141	5.67181	5.77133	0.0250946209714823	0.718308200175416
C6orf147	2.83022	2.092035	-0.436007213419191	0.220461184153574
C6orf163	0.4023435	0.9214125	1.19541944422217	0.0533783271433698
C6orf170	0.948691	0.610322	-0.636367665212854	0.0407756874933254
C6orf203	20.35045	35.1723	0.789378982807453	0.0477653829154897
C6orf211	25.80595	30.2028	0.226978561311978	0.0815257329126606
C6orf226	3.130015	12.15535	1.95734995866152	0.0210591678061963
C6orf47	10.1455	12.34205	0.28274207725128	0.0609249044739218
C6orf48	108.627	85.76645	-0.340897427889014	0.166190800455135
C6orf52	5.639995	5.425155	-0.0560295268119524	0.804440354731711
C6orf57	14.01205	16.15685	0.205477910962553	0.282301410900427
C6orf62	56.6527	78.071	0.462642034255422	0.01600727058849
C6orf70	9.16157	8.65675	-0.0817693550754881	0.489349157412833
C6orf89	6.809815	13.324	0.968339748463303	0.0351128971931047
C6orf99	5.711965	6.639685	0.217127659546845	0.136446725689285
C7orf10	1.363365	1.282825	-0.0878474773365069	0.185109031232023
C7orf13	4.3687	5.664555	0.374758585407641	0.0738978993866703
