SUM149_JQ1_12H_R	SUM149R_DMSO_12H_R	LOG2_FOLD_CHANGE	P_VALUE
FA2H	1.265385	0.8052715	-0.652029219365288	0.0701827348281725
FAAH	7.864115	3.53823	-1.15225658653038	0.0655816287679056
FAAH2	1.77261	3.037205	0.776869131079486	0.101665379770198
FABP3	0.9371595	0.79197	-0.242848826747533	0.196012514619781
FABP5	113.722	135.641	0.254281948979875	0.165109855560303
FADD	45.48965	46.7874	0.0405817251235215	0.485636082643804
FADS1	33.533	50.35325	0.586503340207787	0.0132328057007754
FADS2	58.44045	40.0598	-0.544812068685254	0.0536956595776812
FADS3	13.74955	6.271045	-1.13260662511237	0.0227695914736518
FAF1	26.04155	34.8051	0.41848339937582	0.0424137452716351
FAF2	31.3244	32.3432	0.0461755486475782	0.460853354689807
FAH	16.13885	20.47865	0.343582831979697	0.044072126927497
FAHD1	25.4807	27.37195	0.103293305604258	0.0225454992115491
FAHD2A	3.703895	5.6454	0.608032604660133	0.14689819550986
FAHD2B	0.4578655	0.794073	0.79434777944242	0.149451661850739
FAHD2CP	3.266965	2.10676	-0.632925025689163	0.0414813254106763
FAIM	4.306195	21.28135	2.30510411577433	0.0244770075773096
FAIM3	1.20595	1.501335	0.316075835496149	0.0589158791991457
FAM101B	0.640707	0.1268545	-2.33649005459513	0.000760439383924664
FAM102A	10.9716	6.93264	-0.662297179895567	0.0320409622808633
FAM102B	8.69712	3.67356	-1.24335890183601	0.0702324586568385
FAM103A1	27.22755	29.56855	0.118996326386899	0.355936847341632
FAM104A	15.27455	10.2972	-0.568877782615271	0.0307646643024539
FAM104B	10.286615	10.070385	-0.0306494750235091	0.69106573236081
FAM105B	2.64797	5.53812	1.06450953704359	0.00450256499274875
FAM107B	25.63355	24.40445	-0.0708890535833509	0.307638291757767
FAM108A1	44.48465	21.0423	-1.08001519642057	0.00762320768566147
FAM108B1	19.46525	14.9357	-0.382136019066861	0.0996341392625556
FAM108C1	7.18193	22.86625	1.67077629057097	0.00830215155954021
FAM109A	2.32235	2.098455	-0.146257890408269	0.518522317861113
FAM109B	0.394931	2.014235	2.35055949051827	0.00258833360358402
FAM110A	3.35484	6.129115	0.869434811558842	0.0273842161499951
FAM110C	7.87922	6.09142	-0.37127423690763	0.0538870647808097
FAM111A	22.9599	24.7968	0.111037595917414	0.318882488145737
FAM111B	7.040735	14.5352	1.04575297426896	0.00293522844742218
FAM114A1	2.01701	1.178095	-0.775762355759085	0.00438183114224027
FAM114A2	5.76031	5.055345	-0.188336902989133	0.147581135438606
FAM115A	14.35385	10.99155	-0.385042903747458	0.0583199660745771
FAM115C	1.24908	0.50615	-1.30322897734487	0.00203158213141612
FAM117A	2.844725	1.941585	-0.5510543258303	0.145398193167459
FAM117B	2.45487	1.875755	-0.388175223377035	0.16958479561018
FAM118A	6.6414	6.74417	0.0221535104909192	0.855049998855214
FAM118B	18.3238	11.0405	-0.730913211289029	0.0224590378136791
FAM120A	61.8298	95.8322	0.632208149745175	0.0320016668877395
FAM120AOS	32.02995	24.6067	-0.380370354808442	0.0478591683373675
FAM120B	24.71815	12.9149	-0.936534297800372	0.00922008857609832
FAM120C	7.395895	5.351575	-0.466761195210039	0.170581897638
FAM122A	13.6618	9.179985	-0.573583875926782	0.00706239922911464
FAM122B	14.8429	24.3527	0.714308741039703	0.0158969102767426
FAM122C	1.656315	0.89724	-0.884411228438423	0.0651851253613084
FAM126A	12.47985	7.699485	-0.696766738259182	0.000251284722056137
FAM126B	2.416915	1.40452	-0.783089567929218	0.0512493133454889
FAM127A	90.85115	30.6512	-1.56756121951396	0.00197619034662234
FAM127B	63.8836	54.23775	-0.236148283576217	0.0849525524826505
FAM129A	2.65059	7.249445	1.4515570223813	0.0306606778323045
FAM129B	128.9675	132.9195	0.0435452210284047	0.207609967112063
FAM131A	9.99585	5.679675	-0.815520873380594	0.0246156238903039
FAM131C	0.7302995	0.8608975	0.237353235157592	0.430287479503871
FAM132A	1.301545	0.09986985	-3.7040321782039	0.041153659687414
FAM133B	7.54932	9.6757	0.358019338028272	0.179351633159302
FAM133DP	12.73905	14.8329	0.219542994312513	0.0917121493017946
FAM134A	21.39045	14.6335	-0.547691962859476	0.0175987088178119
FAM134B	0.305429	1.69657	2.47371200110668	0.0896768781001511
FAM134C	17.6874	15.0092	-0.236874908906162	0.0521393316442341
FAM135A	3.58828	5.327065	0.570048413780187	0.102450020917399
FAM136A	30.09245	83.7281	1.47631031755662	0.0420238214191662
FAM13A	3.741295	3.150135	-0.248124069374311	0.202078268693634
FAM13B	8.386605	6.299615	-0.412823247071057	0.00525397022850643
FAM149B1	5.815705	2.276485	-1.3531461374949	0.00383950381611243
FAM151A	4.224795	3.403405	-0.311902499082555	0.185310925705682
FAM153C	1.17718	0.9532635	-0.30438797408586	0.452945141262366
FAM155B	0.3518615	7.22303	4.35952459150019	0.0465661883633531
FAM160A1	8.20538	5.836715	-0.491413523229583	0.205554178351514
FAM160A2	15.78445	11.1889	-0.496435782199822	0.0309891466531357
FAM160B1	2.847105	2.66171	-0.097142305471671	0.510761236753001
FAM160B2	11.89065	8.69719	-0.451206324984398	0.0109594618069015
FAM161A	2.821115	3.403625	0.270806617295491	0.121828226279867
FAM161B	2.1028	0.7800465	-1.43067960667872	0.104327210003362
FAM162A	86.30215	62.49235	-0.465716907859705	0.122232661472137
FAM166A	92.0767	31.0008	-1.57053068280078	0.0412319248446754
FAM167B	1.18366	0.3178875	-1.89666654112071	0.00809444316194037
FAM168A	7.372735	6.6137	-0.156742296958335	0.554956565719111
FAM168B	46.39235	45.18585	-0.0380158658354648	0.553766334153777
FAM169A	2.179915	6.23962	1.51718628794887	0.00696271062970583
FAM171A1	0.6750585	4.785785	2.82567115024835	0.000642125599547755
FAM171B	3.303425	1.59849	-1.04725287177361	0.0430451501107379
FAM172A	4.90824	4.524145	-0.117560625898371	0.0413784061092636
FAM173A	37.84345	12.4832	-1.60005580945019	0.0139985882519439
FAM173B	3.708075	6.098565	0.717799390260476	0.0727004850731537
FAM174A	4.442555	6.162715	0.472176436680442	0.0768465227602134
FAM174B	0.6568795	2.92262	2.15356161415364	0.0621700344812557
FAM175A	6.544605	6.15659	-0.088174625825288	0.319079111695686
FAM175B	8.564655	10.17565	0.248653915692595	0.0355823702331425
FAM177A1	16.92555	13.8367	-0.290702808547546	0.00161387126092655
FAM178A	7.047275	5.389365	-0.38695021430345	0.107565697367185
FAM178B	0.5718235	2.906345	2.34556415324414	0.0239185735842923
FAM179B	6.784005	5.0811	-0.416996375432255	0.170103212232283
FAM184A	0.5617705	2.44189	2.11994544062417	0.0406121590389619
FAM185A	3.30049	4.597975	0.478318394967221	0.105073419516942
FAM188A	7.968825	8.5451	0.100730360200997	0.36396042027419
FAM188B	1.14511	2.42772	1.0841158474126	0.0777540537311333
FAM189B	11.08615	18.3653	0.728224029802583	0.04325518092741
FAM192A	19.74135	50.25085	1.34792734890674	0.00166767676598799
FAM193A	7.635045	5.62748	-0.440147635744505	0.124293529769235
FAM193B	11.0865	6.20606	-0.837054429622857	0.0280627892130718
FAM195A	26.9758	47.84635	0.826743126460431	0.0147835125396995
FAM195B	83.27475	12.1588	-2.77587826724122	0.00468920027067635
FAM196B	0.1125245	1.0705855	3.25008895878126	0.0885119047206006
FAM199X	9.743215	14.78065	0.601239908731435	0.0782833636594788
FAM200A	5.65181	4.28975	-0.397819394478269	0.147149927898357
FAM200B	3.23038	4.47865	0.471360042310093	0.0182986557077473
FAM201A	2.928385	5.050615	0.786353831929534	0.039445680512063
FAM204A	5.811865	11.3551	0.966267314305525	0.0535844260307689
FAM206A	28.53765	28.84375	0.0153922051744045	0.793265025560011
FAM207A	44.28595	50.4401	0.187722068713905	0.26508391217267
FAM208A	6.485025	9.816155	0.598045893635495	0.0177920434101586
FAM208B	22.6848	34.4784	0.603966886209881	0.0801316909749737
FAM20B	8.56915	11.8529	0.468016069290658	0.0402863107357729
FAM20C	25.6259	16.58805	-0.627458373032613	0.00524051860592219
FAM210A	10.202415	18.34735	0.846661011384422	0.0244400177677641
FAM210B	14.78425	21.2292	0.521988947944119	0.00750170333777257
FAM211A	1.10615	1.193135	0.109210253122914	0.0506659974666114
FAM211B	0.4811105	0.522555	0.119214605963877	0.624569702611862
FAM212A	0.727349	1.172047	0.688310748046233	0.301488100706862
FAM212B	1.21514	0.6599945	-0.880596633645038	0.037740188532775
FAM213A	16.53295	33.06485	0.999954186825552	0.0712610714635228
FAM213B	5.42572	5.88002	0.116006464436858	0.00233383179471163
FAM214A	4.85487	2.08223	-1.22130322940835	0.0027620365499925
FAM214B	2.016045	1.838255	-0.133190932473041	0.53074654481694
FAM215A	1.269365	0.999144	-0.345342444894103	0.425714229475429
FAM216A	12.6228	29.5166	1.22549458213179	0.00416054114422929
FAM217B	6.81712	7.63362	0.163204992630546	0.24026406806096
FAM218A	3.48861	1.280645	-1.44578171407148	0.060639714562396
FAM219A	12.95485	4.768905	-1.44176236250385	0.0330276526027064
FAM219B	14.9999	14.7875	-0.020574714157093	0.799808758960361
FAM21C	1.249045	3.221115	1.36673471401371	0.000791714214663853
FAM220A	15.7082	8.82869	-0.831246579977533	0.020777745100881
FAM222A	8.43781	1.611355	-2.38859423042451	0.000102922855501622
FAM222A-AS1	0.730788	3.315475	2.18169072722803	0.0326691602525515
FAM222B	5.567245	6.212785	0.158276555290388	0.0985749344108659
FAM226A	0.831762	0.968327	0.219323546580114	0.480150210530269
FAM227B	1.14777	0.9363145	-0.293768466166495	0.366274316722005
FAM228B	0.51462	0.9460495	0.878408144922543	0.0620509129065749
FAM229A	9.499735	1.524145	-2.63988710869014	0.0276360527913827
FAM229B	2.71363	1.65941	-0.709553639209938	0.0626452524487754
FAM24B	7.729055	6.13316	-0.333661444443985	0.166507417821773
FAM32A	57.13815	70.72445	0.307754726385672	0.194162980065942
FAM35A	4.393465	9.145045	1.05763106812619	0.00370390345061674
FAM3A	47.02995	25.018	-0.910613336842499	0.00868655213145207
FAM3C	41.3492	40.9756	-0.0130943425896886	0.825328569136312
FAM41C	0.8358445	1.117875	0.419452401772013	0.121645120814425
FAM43A	1.31282	0.434199	-1.59624081428661	0.0101470054392994
FAM45A	5.102835	3.603785	-0.501786049721977	0.0759670482331956
FAM45B	0.9284855	0.4766595	-0.96192032987644	0.183946512853268
FAM46A	8.081575	11.25505	0.47786407682022	0.00389619988822423
FAM46B	10.178545	2.701755	-1.91356258662926	0.0582691462483899
FAM46C	2.917125	0.2616705	-3.47872401436969	0.00958376816509064
FAM47E	0.23242	1.06602	2.19742838057958	0.0114840641109867
FAM47E-STBD1	0.274609	1.15942	2.07795246336143	0.0736507971874508
FAM49B	25.4263	24.07665	-0.078686867338856	0.21927493728014
FAM50A	98.9199	95.96115	-0.0438103342648072	0.780533919597041
FAM50B	5.360665	8.95135	0.739693298521826	0.00212270344934983
FAM53A	0.975206	1.1215	0.20165071307818	0.438732758819047
FAM53B	2.153095	3.99387	0.891375397726208	0.0211874403242158
FAM53C	28.96775	27.266	-0.0873445628107514	0.126650312867187
FAM57A	14.51925	44.77365	1.62468300117545	0.00221821436106186
FAM58A	80.90695	52.4506	-0.625304360771399	0.0105170589729913
FAM60A	21.02505	52.64185	1.32410095942036	0.0254555616626718
FAM63A	2.24363	2.196165	-0.0308483293203741	0.876393289424179
FAM63B	1.016353	0.7277595	-0.481867894198133	0.24469326855358
FAM64A	31.26535	21.7395	-0.524245908265959	0.0218957370003724
FAM65A	12.38395	18.3095	0.564120842479538	0.0205292422828816
FAM69A	8.30831	2.63915	-1.65448169637835	0.0026276084009719
FAM69B	2.664165	2.146355	-0.311794722947998	0.166048205840539
FAM71E1	15.31285	13.4042	-0.192057701794537	0.465757321325126
FAM71F1	3.58203	3.55162	-0.0123001890896817	0.931926547931055
FAM72A	2.43441	2.11979	-0.199650815999918	0.421748233326049
FAM72B	3.073955	2.239135	-0.457154532855341	0.0433731311867193
FAM72D	1.83216	1.569155	-0.223557629778612	0.0976529294131296
FAM73A	3.487775	3.922735	0.169552904220692	0.250568109795588
FAM73B	14.67455	12.42945	-0.239553804371799	0.138930560363794
FAM76A	4.46468	2.227355	-1.00322525992209	0.0623722109526257
FAM76B	5.011755	5.13761	0.0357814881506909	0.767639526961071
FAM81A	0.152651	1.39566	3.19263858040832	0.000926301283241066
FAM83A	3.83535	28.39895	2.8884074457505	6.77237421897462e-05
FAM83B	6.60684	11.4187	0.789366099584932	0.0229029960339833
FAM83D	67.66075	51.4559	-0.394982661199385	0.0141958432401667
FAM83F	11.8152	11.76975	-0.00556037394835435	0.861999821179736
FAM83G	8.16549	12.50235	0.614587928389424	0.117530040490222
FAM83H	16.69125	26.65915	0.675538780778486	0.0979693404025414
FAM84A	1.394025	0.0520433	-4.74340017961736	0.0431789727253418
FAM84B	21.25115	21.17125	-0.00543446245707965	0.903595667934404
FAM86A	9.69116	13.8806	0.518328663963761	0.0196718615125894
FAM86B1	0.643783	0.8098545	0.33108825302603	0.386544830850544
FAM86B3P	3.43453	1.545095	-1.15241714140967	0.0741679440741253
FAM86C1	6.48094	4.27753	-0.599425104830477	0.0621120189017835
FAM86C2P	3.911305	2.992645	-0.386228890004053	0.18832936591915
FAM86DP	4.49811	3.52917	-0.349990015880816	0.0659696195701246
FAM86EP	1.43343	1.449035	0.0156209883298967	0.921152357922162
FAM86FP	2.593595	1.34464	-0.947733242469459	0.0304857336341131
FAM86HP	1.60706	0.637581	-1.33374325083602	0.037871815962914
FAM86JP	1.62925	1.143675	-0.510530857613003	0.050684704572179
FAM89A	13.24525	18.622	0.491532952060798	0.0672280061265122
FAM89B	48.398	23.239	-1.0583994414636	0.029893633525345
FAM8A1	12.26245	5.79581	-1.08116504796733	0.0298487008809662
FAM91A1	42.4351	38.47235	-0.141436121006103	0.315518141552505
FAM92A1	10.67244	31.16415	1.54599731204091	0.00378933368108742
FAM96A	46.5925	116.178	1.31816725134557	0.0446972479292779
FAM96B	238.6785	153.169	-0.639944276696255	0.0231578187550955
FAM98A	21.17755	29.0078	0.453905187593335	0.00461047264643965
FAM98B	57.40085	66.2343	0.206506421848115	0.10411604544493
FAM98C	2.984605	7.8229	1.39016351367504	0.00615287549512989
FAM9B	0.345253	1.548365	2.16501974609525	0.0537753628740418
FAN1	16.32945	20.19055	0.306204011272933	0.102080730593085
FANCA	9.445485	14.52795	0.621134360410374	0.0341320319339525
FANCB	5.001365	5.64561	0.17480757365206	0.560739030877749
FANCC	2.73744	6.20587	1.18080613208469	0.00265298484244032
FANCD2	6.435585	21.78955	1.75949320038489	0.00484337600784336
FANCD2OS	0.901077	3.270635	1.85984846543536	0.03336974929794
FANCE	4.67944	3.979465	-0.233761401682494	0.183034589767216
FANCF	3.93304	4.2191	0.101290423416767	0.500976715126029
FANCG	6.4707	15.53475	1.2635053279735	0.0252423926393255
FANCI	20.626	52.0381	1.33510422124157	0.00370557401287084
FANCL	22.6548	31.5621	0.478376444398461	0.026423308494556
FANCM	3.89606	4.4966	0.206818657844899	0.252204614475479
FANK1	1.778475	0.5685565	-1.64526506618979	0.0244630490836005
FAP	2.348955	4.76013	1.01898189908099	0.0142910986342747
FAR1	23.7179	33.4038	0.494035954042114	0.0272245850884436
FAR2	0.2581135	0.2845605	0.140729814400775	0.277775412757069
FARP1	3.57568	2.78394	-0.361089512231166	0.137924149023715
FARP2	3.103985	2.407895	-0.366349103209555	0.276674046151298
FARS2	9.71935	7.734845	-0.329487452555608	0.151444482971604
FARSA	80.68685	124.3405	0.623890811922764	0.0133206548589242
FARSB	51.5635	55.36495	0.102622741894935	0.367978124445482
FAS	2.6593	5.27554	0.988272235300482	0.00890810174811568
FASN	228.7755	132.646	-0.786351388351847	0.0208477441656685
FASTK	40.07135	42.19465	0.0744889715788139	0.507259911988023
FASTKD1	15.4588	23.0217	0.574566037460272	0.0145285536163795
FASTKD2	9.68596	11.73735	0.277139770580909	0.109217450818987
FASTKD3	3.71282	13.75285	1.88914333980786	0.00634820625494804
FASTKD5	18.16765	22.24065	0.291827134655623	0.0233125161716175
FAT1	16.6348	16.86715	0.0200117048377019	0.939322909918995
FAU	927.362	1009.1315	0.121909667872128	0.522655939101867
FAXC	0.9014115	4.071645	2.17535401984609	0.0121612717806976
FBF1	5.046675	2.77663	-0.861998238196357	0.00661183108413447
FBL	102.9403	207.0515	1.00818176233268	0.0145242473452505
FBLIM1	3.17116	4.70621	0.569555027725501	0.0423951249579335
FBP1	3.918805	9.686	1.3054872168155	0.0306927595260512
FBRS	50.39345	27.75575	-0.860449551128927	0.0150669424314434
FBRSL1	5.252525	7.796085	0.56973869666481	0.006717772780288
FBXL12	10.97335	9.335485	-0.233207145400855	0.239443093830524
FBXL14	9.31956	15.2659	0.711978897712801	0.00289750128269334
FBXL15	8.807705	4.321255	-1.02731578115759	0.0783975146890768
FBXL16	10.57175	12.96265	0.294146469836047	0.0344915046692476
FBXL17	2.251345	6.193645	1.46000153988312	0.0236277416718364
FBXL18	7.09829	5.12329	-0.4704009600012	0.0845538291868778
FBXL19	8.52721	12.97615	0.605716710352619	0.0264896875386403
FBXL19-AS1	1.431755	3.275895	1.1941044743354	0.0735256031495364
FBXL2	3.19187	1.556095	-1.03647175407067	0.0102209524416348
FBXL20	2.74861	3.14338	0.193614471094353	0.172467473190974
FBXL3	10.68745	8.302925	-0.364226098887109	0.1287733407152
FBXL4	10.484	11.98695	0.193275362472699	0.174549243165253
FBXL5	9.991765	9.74157	-0.0365852430958441	0.518908313831477
FBXL6	23.2313	12.08405	-0.942965829548388	0.0307448346304043
FBXL8	9.11828	2.088695	-2.1261598720998	0.016454193363465
FBXO10	0.798531	1.2142	0.604585757188798	0.0805010904960839
FBXO11	30.4494	23.8655	-0.35148723812067	0.0711305147886027
FBXO15	1.83261	0.632629	-1.53446820054841	0.001752449989064
FBXO16	3.19305	1.845655	-0.790802242579458	0.0584452507771364
FBXO17	6.59071	12.3989	0.911706337431339	0.00771028276569368
FBXO18	30.0734	35.46885	0.238064571291636	0.0273410766253409
FBXO2	127.155	51.97005	-1.29083584079831	0.0235029715185106
FBXO21	22.5636	20.19525	-0.159981261176235	0.22490896961738
FBXO22	21.04805	31.3417	0.574396854150425	0.000115288200280705
FBXO22-AS1	75.66005	115.455	0.609727018231735	0.0123085242747715
FBXO25	8.97368	15.1647	0.756945313949835	0.0747120965937928
FBXO27	7.61734	16.26545	1.09445153958248	0.0607660353358244
FBXO28	23.73235	27.2476	0.199274196596008	0.136422621662082
FBXO3	27.77095	19.17445	-0.534391334250688	0.0332597717911775
FBXO30	11.94295	12.46845	0.0621228921263041	0.44634252274662
FBXO31	24.95025	15.7874	-0.660280675579228	0.00458776433024738
FBXO32	0.874114	4.83365	2.46721966252824	0.000535528109952559
FBXO33	9.523905	8.222505	-0.211975249595929	0.14985401354285
FBXO34	16.6628	17.8034	0.0955219357544103	0.332122784269182
FBXO36	1.002524	0.59421	-0.754591984899913	0.0793580562339816
FBXO38	15.3955	15.04055	-0.0336513984021725	0.353489943747722
FBXO4	0.5756385	6.298065	3.45167365595921	0.00176900685005103
FBXO41	9.72319	8.617655	-0.174134370611934	0.038589472079597
FBXO42	17.483	8.193405	-1.09341773160355	0.0188165997729805
FBXO43	1.57373	0.603263	-1.38332903813246	0.00626224266012357
FBXO44	19.68515	10.54502	-0.900545874420549	0.0102994016370182
FBXO45	10.8407	17.55985	0.695822604468064	0.00421325289659021
FBXO46	3.849995	6.26793	0.703132495761602	0.0020482890326617
FBXO48	2.210295	1.39222	-0.666851728387107	0.0178843073890706
FBXO5	18.31265	31.2098	0.769158535361784	0.00442233820768234
FBXO6	2.07144	2.788035	0.428614639655769	0.050186027845674
FBXO7	29.4257	44.2695	0.589236343516373	0.0674145943651922
FBXO8	11.6041	8.3262	-0.478904514981956	0.090740090628575
FBXO9	14.62985	10.8257	-0.434454663591556	0.0160218755618725
FBXW11	12.44785	14.98885	0.267993117961918	0.0965009401581402
FBXW2	14.0178	17.782	0.343157652175644	0.155387194801959
FBXW4	5.413835	7.81993	0.53050477479842	0.138766933060601
FBXW5	98.1907	59.56185	-0.721197823150972	0.00484510994778811
FBXW7	26.2332	13.29785	-0.980200793107777	0.0104348649199209
FBXW8	4.23366	4.063225	-0.0592801573087679	0.546992231027388
FBXW9	11.09135	11.53185	0.056189000340368	0.728981393774057
FCAR	1.009426	0.752927	-0.422953251666302	0.402940322726273
FCF1	29.16755	28.14325	-0.0515752670971778	0.319781848959031
FCHO2	3.867715	4.110205	0.0877288603747093	0.279677034098422
FCHSD1	4.55406	3.58311	-0.345940964817554	0.0490435734685141
FCHSD2	3.31652	8.509965	1.35948297241582	0.0178902031135074
FCRLB	2.0574	1.444145	-0.510606706193454	0.0692348311863975
FDCSP	0.300326	1.35454	2.17320171415331	0.134670015061226
FDFT1	114.0965	79.4883	-0.52144010777122	0.0569465858756482
FDPS	86.5338	98.4116	0.185564621536335	0.215890703523927
FDX1	11.29025	17.2612	0.61245533221742	0.0248934849401703
FDX1L	15.49275	30.69735	0.986520869250972	0.0173510589290712
FDXACB1	1.102602	0.950891	-0.213560242928227	0.411075346869184
FDXR	10.1379	5.18083	-0.968503688473235	0.106359388253503
FECH	14.65905	11.26995	-0.379310495757824	0.0316439145152843
FEM1A	18.34005	34.6218	0.916683160775197	0.0025151865295676
FEM1B	16.73545	18.3263	0.131008197229235	0.458400834780091
FEM1C	5.582105	7.58749	0.442813448047519	0.0118614318637715
FEN1	45.98985	79.9667	0.798083860924039	0.0661188660920087
FER	7.559855	7.64814	0.0167503688007265	0.94194232568545
FERMT1	10.47995	35.1786	1.74706623535839	0.0258271018931619
FERMT2	36.5791	44.20825	0.273296046657185	0.0931641456230505
FERMT3	1.165535	0.71703	-0.700886941405427	0.159323633839699
FEZ2	16.64465	16.9629	0.0273243019280542	0.730217447598718
FGD1	6.01579	8.703585	0.532855562259087	0.140829983298272
FGD4	1.081815	1.676175	0.63171897401561	0.0105055652322597
FGD5-AS1	32.2516	66.17435	1.03690138453653	0.0111973469471652
FGD6	4.69648	6.382425	0.442524814112861	0.143509254896794
FGF13	1.099015	1.81969	0.727481618555135	0.0123692162638759
FGF14-AS2	3.03952	3.202655	0.0754248831372775	0.662390962363172
FGF2	0.0907412	1.55808	4.10186776198294	0.0405566873911694
FGFBP1	17.55865	31.284	0.8332430614408	0.0297515180234947
FGFBP3	1.0505945	1.57845	0.587302624709035	0.158994038198971
FGFR1	11.10415	3.037955	-1.86992655670095	0.00353566754912747
FGFR1OP	22.41415	18.77395	-0.255677567723263	0.0816064718225517
FGFR1OP2	62.50255	47.6597	-0.391145180200991	0.1035164130192
FGFR3	1.843855	0.131002	-3.81506446469669	0.029129726212297
FGFR4	8.062095	5.167545	-0.641675736362401	0.0494447559036194
FGFRL1	48.5856	19.46125	-1.31992440760547	0.011418225742604
FGGY	1.86325	1.264525	-0.55922569990654	0.208314036045405
FH	151.5235	127.008	-0.254622188160065	0.044409619216728
FHDC1	2.01435	1.7035	-0.241812430743599	0.0585413525785639
FHL1	1.394025	1.191675	-0.226265604360231	0.29484280722218
FHL2	20.718	33.72615	0.702982897248096	0.0396410619796901
FHL3	6.778095	4.13592	-0.712671577142087	0.0972163052547718
FHOD1	46.16925	30.1968	-0.612536623502879	0.0417550676989192
FHOD3	20.42265	35.2026	0.785511908200541	0.0378545047095623
FIBP	41.1968	35.6841	-0.207250892798886	0.282797882896039
FICD	1.06233	1.35227	0.348151243455324	0.166185236121355
FIG4	9.953155	6.50928	-0.612655936893541	0.00308121125286929
FIGN	1.129005	1.016773	-0.151054249582497	0.500000471514226
FIGNL1	6.521305	9.035685	0.470473280858078	0.115681319402151
FIP1L1	10.77555	17.7717	0.721820184380197	0.00505180064995267
FIS1	65.45965	91.8796	0.489138687328824	0.0901728249503372
FITM2	12.4424	9.381995	-0.407298154988429	0.144123064232513
FIZ1	3.053465	5.633095	0.88348049373869	0.0234147981661185
FJX1	4.8944	31.7124	2.69584314786608	0.00312765049074394
FKBP10	24.06535	55.48745	1.20520409790638	0.0117158235166125
FKBP11	16.87345	19.61645	0.217308997978841	0.137122032971541
FKBP14	7.06857	4.783775	-0.563268846137363	0.16729921683766
FKBP15	14.8188	17.79605	0.264128431543861	0.0106181003604997
FKBP1A	84.2456	94.70825	0.168888764960201	0.131650457276426
FKBP1B	1.702095	0.706047	-1.26947543238316	0.014157338275081
FKBP2	121.0865	78.41515	-0.626833708524606	0.0210569986551391
FKBP3	121.609	84.9633	-0.517338296195949	0.0388109858155923
FKBP4	61.52925	199.3765	1.69615106068805	0.0191745478873241
FKBP5	56.3685	52.5998	-0.0998318630245088	0.0307541773295006
FKBP7	2.504315	2.380775	-0.0729847578368183	0.723438582646485
FKBP8	78.4996	87.61465	0.158486819610119	0.205770297419831
FKBP9	11.09575	18.3195	0.723372940469912	0.00030887379166262
FKBPL	8.56121	6.59	-0.377536249340761	0.138560791067712
FKRP	3.511865	4.15558	0.242812462838603	0.0660865994959266
FKTN	2.99339	5.690855	0.926865165240507	0.0728375116739487
FLAD1	17.6001	23.46165	0.41472085214942	0.0417684745729562
FLCN	14.0418	12.07465	-0.217746513482269	0.0269876144656761
FLI1-AS1	0.320571	0.535322	0.739763023925271	0.291480125561221
FLII	70.68465	58.9777	-0.261227389337486	0.0452206035415841
FLJ10038	1.702125	1.216835	-0.484203433780301	0.166379566590043
FLJ14186	4.34973	2.6566	-0.711344831690922	0.146653951040741
FLJ20021	11.77925	3.525555	-1.74032539136957	0.060141543401597
FLJ22447	0.6372025	1.410485	1.14636749120685	0.0718153693776922
FLJ23867	14.6979	8.141825	-0.852185923342206	0.0382091899510123
FLJ30403	1.1052465	0.4360075	-1.34194330879282	0.150580213444116
FLJ31306	17.1797	10.9522	-0.649484146426886	0.00749390356016496
FLJ31662	1.640385	0.763785	-1.10279596434005	0.107375970606811
FLJ33630	1.234325	3.344135	1.43791078030208	0.000418511411451621
FLJ34208	2.032765	1.1669945	-0.800645678804129	0.118493969685536
FLJ37453	5.298405	3.180425	-0.736338559144442	0.0157963900141002
FLJ38109	1.0296295	0.631283	-0.705766488048086	0.078969293384747
FLJ39051	6.000755	3.216445	-0.89967700907348	0.0565180108847976
FLJ42351	2.522635	2.59001	0.0380261902501052	0.735578345386113
FLJ42627	1.25227	1.070622	-0.226096449331944	0.369427118700015
FLJ42709	1.59257	1.954495	0.295439107666923	0.480910412062066
FLJ43663	1.41581	1.5839	0.16185358283949	0.397611016787301
FLJ43681	0.972718	0.8652865	-0.16884372065953	0.410836546686708
FLJ45340	2.947195	3.008845	0.0298672694913325	0.860707052546369
FLJ46906	2.492	2.281925	-0.1270526929957	0.619573208683938
FLNA	817.8475	323.054	-1.34005651763961	0.0198595674438235
FLNB	30.64485	38.33255	0.322925330749822	0.293637846343535
FLOT1	87.3902	78.3863	-0.15686997522176	0.333219076984204
FLOT2	23.359	41.86075	0.841619646244943	0.00704973393039415
FLRT3	2.851615	7.23863	1.34393746039313	0.0017746755895544
FLT3LG	0.1891825	2.499815	3.72397078555185	0.0576429624036105
FLVCR1	3.039435	4.33437	0.512019146904839	0.0307748777064949
FLVCR1-AS1	2.11679	0.675178	-1.64853835011209	0.0196286464582769
FLYWCH1	10.76695	6.99591	-0.622025994646345	0.0247502188294978
FLYWCH2	23.2683	23.828	0.0342920540164373	0.274153185018501
FMN1	0.835949	1.686165	1.0122588849544	0.11483678271198
FMNL1	6.276745	10.65155	0.762974880798566	0.00760991800737156
FMNL2	19.6757	20.22335	0.0396070363853867	0.495745773981367
FMNL3	0.722051	0.965372	0.418984241603727	0.0346008067452173
FMR1	29.0028	33.00415	0.186455254685185	0.0649467686888568
FN1	57.7187	26.14315	-1.1426058237452	0.0122781036018109
FN3K	5.82574	11.883	1.02838588584087	0.0807381789324332
