SUM149_DMSO_12H_R	SUM149_JQ1_12H_R	SUM149R_DMSO_12H_R	SUM149R_JQ1_12H_R
DGKG	0.005	0.00965575	0.01	0.01
DGKH	1.164895	0.8976515	1.12978	1.19958
DGKI	0.005	0.01367655	0.0183324	0.00795375
DGKK	0	0.005	0	0
DGKQ	9.053735	30.42015	3.64804	11.24755
DGKZ	27.9213	37.2582	29.6372	38.7319
DGUOK	84.6614	86.69895	57.26275	54.6073
DHCR24	183.991	148.353	137.2665	114.897
DHCR7	106.4965	104.1085	92.13445	79.40955
DHDDS	11.00455	19.9123	7.285065	9.619455
DHDH	1.16096	2.59793	0.928093	1.703875
DHFR	42.12085	33.26795	44.4297	43.8395
DHFRL1	4.455995	5.100825	2.879405	3.37526
DHH	0.00899565	0.06316715	0.0067894	0.0225245
DHODH	11.0058	5.61041	9.255405	5.901405
DHPS	32.46445	34.8714	27.72845	31.0008
DHRS1	7.046105	7.20116	7.823545	6.222175
DHRS11	4.700125	3.538235	5.95388	4.17332
DHRS12	2.66823	3.495815	2.347615	3.707835
DHRS13	5.386775	2.310335	6.056675	3.547085
DHRS2	0.5458125	2.12533	3.47534	13.565
DHRS3	9.885255	2.16552	2.476125	1.948345
DHRS4	8.134495	7.57611	7.14618	7.282435
DHRS4-AS1	5.0663	3.04014	4.67709	3.200095
DHRS4L1	0.07550625	0.0522628	0.0459803	0.03727235
DHRS4L2	3.32581	2.918585	2.567605	2.161525
DHRS7	40.331	37.89145	45.68205	41.58605
DHRS7B	9.652125	16.62275	11.8219	18.5803
DHRS7C	0	0	0	0
DHRS9	0.1761085	0.1317455	0.138037	0.0160656
DHRSX	0	0	0	0
DHTKD1	14.2425	9.979485	18.7161	17.7171
DHX15	110.2315	72.4433	103.727	85.32745
DHX16	36.92375	38.8325	24.18385	26.92155
DHX29	23.2097	32.0245	21.9376	30.63525
DHX30	38.566	23.51955	43.746	34.50735
DHX32	27.8876	26.1208	22.4576	23.59505
DHX33	21.96045	10.34705	27.4994	20.28865
DHX34	14.15925	13.6917	16.3544	15.5001
DHX35	10.02891	4.534735	8.91673	5.563455
DHX36	44.2068	51.45835	41.66885	48.5057
DHX37	17.7163	13.11585	21.6577	19.84775
DHX38	46.1568	51.13135	41.39285	45.6032
DHX40	6.550225	5.309215	9.826375	9.00662
DHX57	10.0909	8.93895	9.38618	9.582565
DHX58	2.07289	1.577765	1.601765	1.329365
DHX8	16.51085	19.39495	20.8688	23.373
DHX9	119.0755	91.32545	114.0605	113.743
DIABLO	18.9732	33.0162	27.05175	42.16025
DIAPH1	63.4166	73.18215	69.6756	85.9599
DIAPH2	4.495155	1.93797	4.222235	2.531325
DIAPH3	10.3024	9.28372	11.69075	12.52365
DIAPH3-AS1	4.271625	4.938685	3.918375	4.631935
DIAPH3-AS2	0	0	0	0
DICER1	8.27575	6.54	6.364815	5.12637
DICER1-AS1	3.11246	2.474055	0.961766	0.941372
DIDO1	31.89225	18.9137	28.7354	22.77545
DIEXF	8.57794	3.760115	9.514205	5.52751
DIMT1	39.33235	34.2061	39.69165	39.9425
DIO1	0.03203905	0.0729361	0.0083912	0.0451515
DIO2	0.0436459	0.04640925	0.09244685	0.04901925
DIO2-AS1	0.0618205	0.1070745	0.0606634	0.02986855
DIO3	0	0	0.00647565	0.0141424
DIO3OS	0	0.005	0	0.005
DIP2A	7.308555	8.658375	5.17186	6.32629
DIP2A-IT1	0.2613895	0.182258	0.266973	0
DIP2B	6.999305	9.75802	8.188715	10.39525
DIP2C	0.0660976	0.02483805	0.1110955	0.02984425
DIRAS1	0.473716	0.05980345	1.41067	0.494593
DIRAS2	0	0.00707605	0.005	0
DIRAS3	0.6803745	1.0328735	1.57063	1.12419
DIRC1	0.0841802	0.0754407	0.04784075	0.0429334
DIRC2	6.56936	8.00919	6.54972	8.46761
DIRC3	0.005	0	0.005	0
DIS3	16.01075	15.6389	16.35305	16.00755
DIS3L	11.94125	5.510365	13.911	9.492305
DIS3L2	7.826165	6.352595	8.20883	7.77185
DISC1	1.005123	0.675871	0.6977365	0.5631485
DISC2	0.2910265	0.2425975	0.2196645	0.251528
DISP1	2.680795	4.451405	1.78443	2.95061
DISP2	5.20076	7.463125	8.253545	14.70145
DIXDC1	3.45849	0.831398	4.471195	1.79837
DKC1	140.5555	90.5383	162.1235	119.6235
DKFZP434A062	0.005	0.01156365	0.005	0.01703115
DKFZP434H168	0	0.0077588	0	0
DKFZP434I0714	3.20686	3.0661	3.298115	3.14396
DKFZP434K028	0	0	0.01677375	0
DKFZP434L187	0.1778845	0.186122	0.1301545	0.155055
DKFZP586I1420	1.65456	1.211025	1.13137	1.456365
DKFZP686I15217	2.864605	1.924155	0.910269	0.409222
DKFZp434J0226	0	0.0092496	0.0418239	0
DKFZp434L192	0	0.0616295	0	0.01412385
DKFZp451B082	0.005	0.0108429	0	0
DKFZp566F0947	0	0	0	0
DKFZp686D0853	0	0.005	0	0
DKFZp686K1684	0.10618165	0.223379	0.115484	0.16511935
DKFZp686O1327	0.0551053	0.1061155	0.0688177	0.0606866
DKFZp779M0652	0	0.089004	0	0
DKK1	47.43745	16.1373	81.4337	36.02205
DKK2	0.005	0.01	0	0
DKK3	0.0886869	0.05816855	0.1049555	0.0839247
DKK4	0	0.0645545	0	0.03945115
DKKL1	0.0696238	0.238887	0.0297834	0.03516045
DLAT	32.13285	21.64095	33.098	27.09015
DLC1	0.9477615	1.75943	3.91615	4.781765
DLD	40.6052	45.30685	49.7946	56.5677
DLEC1	0.05483475	0.06054085	0.0294132	0.0272037
DLEU1	15.61685	13.48675	16.5556	15.95185
DLEU2	1.69436	1.0514055	1.505655	1.33078
DLEU2L	3.79704	1.849525	4.38613	3.272545
DLEU7	0.0550465	0.09659365	0.097339	0.0399041
DLEU7-AS1	0.1380195	0.236078	0.0746272	0.15936215
DLG1	20.2246	19.4796	22.7764	22.62865
DLG1-AS1	1.1731345	1.249245	0.806171	0.853583
DLG2	0.0392082	0.0674607	0.03816445	0.08838885
DLG3	21.65885	9.423595	14.4481	8.75659
DLG4	1.118281	0.381213	1.678325	0.569518
DLG5	21.2767	16.50705	19.0105	20.13305
DLG5-AS1	0.854376	0.4614785	0.5507905	0.4043915
DLGAP1	0.005	0.0318617	0.01705765	0.0122816
DLGAP1-AS1	3.978615	2.373745	4.975605	3.27411
DLGAP1-AS3	0	0	0	0
DLGAP1-AS5	0	0	0.01315235	0
DLGAP2	0	0.01	0	0
DLGAP3	0.0686041	0.03605525	0.04280455	0.01370155
DLGAP4	11.65275	20.7635	10.38425	16.47805
DLGAP5	55.7097	64.4686	40.62765	66.85885
DLK1	0	0	0	0
DLK2	0.4888075	0.5404165	0.315337	0.324639
DLL1	0.01002405	0.03463885	0.01513105	0.03848225
DLL3	0.794113	0.190478	0.9611615	0.598216
DLL4	0.1238218	0.795748	0.1453625	0.749214
DLST	61.86165	80.399	54.22305	65.65755
DLX1	5.61255	1.417065	4.491805	1.77685
DLX2	1.274834	2.386925	0.9485425	1.24324
DLX3	2.15935	1.0147575	2.645735	1.798155
DLX4	1.124025	0.7770845	2.250655	1.81613
DLX5	0.4622895	0.5872445	0.7186675	0.641405
DLX6	3.314225	1.32686	4.293545	2.228575
DLX6-AS1	1.35514	0.7638885	1.35744	0.7781395
DMAP1	17.429	16.9717	10.49495	10.64715
DMBT1	49.27835	24.7129	22.3373	10.1008
DMBX1	0.2109915	0.314507	0.08571625	0.400944
DMC1	0.3318895	0.347919	0.2791175	0.1974955
DMD	4.599705	3.754935	3.868755	3.80635
DMGDH	0.005	0.0193877	0.01281015	0.04331275
DMKN	80.54995	51.1662	89.2618	64.8575
DMP1	0.005	0.017014	0	0.00604315
DMPK	5.281495	10.01359	6.9182	9.627975
DMRT1	0	0	0.03573545	0.01802985
DMRT2	0	0.00703185	0	0
DMRT3	0	0	0	0
DMRTA1	0	0	0	0
DMRTA2	0.0332257	0.0095918	0.06642925	0.0168534
DMRTB1	0	0.01553575	0	0
DMRTC1	0	0	0	0
DMRTC1B	0	0	0	0
DMRTC2	0	0.0085414	0	0
DMTF1	10.99285	18.72135	9.5755	15.15745
DMWD	8.04181	10.86115	8.55958	11.4232
DMXL1	2.86254	4.437125	4.24211	5.937275
DMXL2	4.68104	6.60954	5.33402	8.40982
DNA2	9.270275	4.530455	6.574815	7.69114
DNAAF1	0.04982535	0.0662363	0.0583831	0.06129525
DNAAF2	15.7219	11.19875	17.2939	13.9488
DNAAF3	4.397645	4.36578	5.94894	4.772395
DNAH1	0.051002	0.09970795	0.1005442	0.1192915
DNAH10	0.005	0.02810065	0.01697465	0.0477107
DNAH11	0.8606215	0.6846135	0.85132	0.717099
DNAH12	0.1104745	0.0525651	0.0431489	0.07057975
DNAH14	34.2311	31.83505	29.02995	25.79135
DNAH17	0.149669	0.143334	0.1530345	0.1342635
DNAH2	4.59392	1.74885	4.400435	2.057755
DNAH3	0.01	0.0555273	0.07690285	0.223814
DNAH5	0.17371	0.07077345	0.224613	0.0614464
DNAH6	0.1734485	0.4285075	0.127977	0.3159035
DNAH7	0.01	0.0352668	0.01004405	0.0140021
DNAH8	0.005	0.01	0.01	0.005
DNAH9	0	0.0229861	0	0.010001
DNAI1	0.005	0.02284195	0.0154457	0.02952385
DNAI2	0	0.02033785	0	0
DNAJA1	109.218	101.3554	205.1125	194.358
DNAJA1P5	0	0.01712965	0	0
DNAJA2	39.4086	29.36675	59.3129	49.3882
DNAJA3	46.129	41.86285	61.81245	56.5589
DNAJA4	15.1982	8.94048	22.0951	21.1334
DNAJB1	57.2557	83.43235	118.9035	153.968
DNAJB11	110.402	104.0305	115.0115	112.3905
DNAJB12	13.8988	13.64495	11.8441	12.82255
DNAJB13	0.10379325	0.1707185	0.158872	0.1445595
DNAJB14	9.391595	9.800325	8.87285	7.60248
DNAJB2	9.274415	26.3357	12.2803	18.20095
DNAJB3	0	0.0249022	0.0115675	0
DNAJB4	7.58845	15.2573	6.553325	10.94915
DNAJB5	0.4245935	0.5154845	0.7810305	0.9435725
DNAJB6	73.52185	91.8769	99.7465	114.318
DNAJB7	1.18408	1.21914	0.947338	0.9142355
DNAJB8	0	0.0116522	0	0
DNAJB8-AS1	0	0	0	0
DNAJB9	3.41488	7.00222	6.450115	8.95706
DNAJC1	16.83335	41.626	25.03885	59.99745
DNAJC10	33.64115	21.51925	33.14095	26.57385
DNAJC11	38.00425	24.34115	27.46695	21.82775
DNAJC12	6.17381	3.919405	2.69251	1.385415
DNAJC13	7.64573	8.12414	9.133235	9.62925
DNAJC14	14.52885	9.74742	18.63385	15.1328
DNAJC15	14.3209	9.408625	16.99895	13.70525
DNAJC16	6.849865	9.071905	6.314345	7.761375
DNAJC17	10.63475	4.046955	12.79005	5.89905
DNAJC18	1.47288	1.30485	1.953695	1.698875
DNAJC19	33.7133	23.33835	36.26675	24.93985
DNAJC2	45.39115	25.94045	60.4862	40.2025
DNAJC21	4.03268	4.634885	6.994575	8.15493
DNAJC22	0.968878	0.6219095	1.16198	0.434242
DNAJC24	4.28008	5.60907	5.882315	7.5537
DNAJC25	8.950335	14.4683	10.451655	11.00675
DNAJC25-GNG10	0.01	0.3528345	0.01	0.3544585
DNAJC27	1.700495	1.18353	1.45314	1.08979
DNAJC27-AS1	0.3575905	0.579653	0.2657325	0.371865
DNAJC28	0.5206675	1.490665	0.4791825	1.15063
DNAJC3	9.339745	16.5297	7.266995	10.02568
DNAJC30	6.00746	5.82817	6.982345	7.57269
DNAJC4	12.429	11.4074	6.293305	6.29954
DNAJC5	32.5575	39.34505	37.4143	46.24855
DNAJC5B	0	0.03520165	0	0
DNAJC5G	0.155915	0.172361	0.1659785	0.144646
DNAJC6	1.169555	3.528335	1.385295	2.965795
DNAJC7	62.9653	23.77925	90.4323	52.3621
DNAJC8	111.0485	113.2875	96.7573	96.4542
DNAJC9	82.47805	86.5503	70.30975	103.8925
DNAJC9-AS1	0.2677595	0.406221	0.344227	0.4323545
DNAL1	2.224335	3.936535	2.05355	3.308795
DNAL4	3.66493	9.274255	4.20903	8.23966
DNALI1	0.0151623	0.02235205	0.05832715	0.0318817
DNASE1	2.61178	3.362855	2.17274	2.31845
DNASE1L1	15.18725	23.65365	7.77125	9.835875
DNASE1L2	2.121215	2.220345	1.944315	2.178535
DNASE1L3	0.07338565	0.03453635	0.399986	0.1786275
DNASE2	20.64115	20.6419	29.4959	28.62775
DNASE2B	0	0.03355295	0.01525455	0.01826275
DND1	8.49109	10.11932	9.85343	10.88945
DNER	17.0101	13.6364	22.8775	21.44315
DNHD1	1.83898	2.699615	1.941215	2.57602
DNLZ	19.4164	17.54295	20.02205	19.01825
DNM1	19.0188	11.9526	6.3897	6.53841
DNM1L	29.3748	29.19505	33.7146	39.7667
DNM1P35	0.1821235	0.1815185	0.206526	0.165352
DNM1P41	3.13221	6.021845	6.09232	11.65795
DNM1P46	0.251586	0.3837375	0.212738	0.1979605
DNM2	44.06285	67.88885	57.2652	83.0958
DNM3	0.1479975	0.388967	0.24115	0.466391
DNM3OS	0	0.0141339	0	0.005
DNMBP	4.59422	4.394245	5.16499	4.458245
DNMBP-AS1	1.2504	1.61933	1.240115	1.489285
DNMT1	50.0517	46.8673	62.7668	84.47025
DNMT3A	3.392755	1.584355	2.871145	2.363575
DNMT3B	3.613875	3.380565	1.78893	2.29755
DNMT3L	0	0	0	0
DNPEP	28.8338	21.64475	24.962	21.9523
DNPH1	41.50325	26.46545	27.60005	21.9132
DNTT	0	0	0	0
DNTTIP1	46.77465	55.1225	42.26315	41.83515
DNTTIP2	58.31675	57.6353	55.00215	51.547
DOC2A	10.6871	7.35738	11.154635	8.09853
DOC2B	0	0.01587345	0	0
DOC2GP	0.04653105	0.057256	0.106386	0.1686555
DOCK1	9.38441	5.966715	6.922885	5.42183
DOCK10	0.180459	0.02253435	0.0281714	0.01843105
DOCK11	1.47085	0.5857375	2.49211	1.715335
DOCK2	0.219285	0.0960864	0.353026	0.168166
DOCK3	0.7643945	0.4628865	1.606305	1.33961
DOCK4	0.443295	1.0098385	1.382005	2.49218
DOCK5	8.89284	16.92315	8.41768	11.24885
DOCK6	3.4841	2.223125	1.637275	1.51821
DOCK7	8.936255	5.47204	7.624635	6.152925
DOCK8	0.0350773	0.06483	0.00846915	0.0102459
DOCK9	7.13659	7.47072	6.86373	8.02113
DOHH	15.3731	14.4222	25.06655	25.293
DOK1	3.96854	1.43926	3.472985	1.67906
DOK2	0.01372935	0.0341547	0	0
DOK3	4.238645	3.292845	5.595955	4.36762
DOK4	3.008825	8.016065	1.855165	5.56126
DOK5	0	0.0081205	0	0
DOK6	0.0296063	0.02800595	0.0104083	0.0105838
DOK7	0.352097	0.1239805	0.2492535	0.02931275
DOLK	17.08695	19.8575	19.91675	21.1526
DOLPP1	15.731	20.0894	20.43285	24.13325
DOM3Z	14.27515	11.69785	8.36873	6.196695
DONSON	25.94585	10.3812	21.6259	18.17765
DOPEY1	3.27185	5.526665	3.09957	4.2829
DOPEY2	1.63119	5.561125	2.64921	6.15557
DOT1L	11.5118	9.61061	12.65845	12.36295
DPAGT1	39.2417	20.27275	40.92935	27.7348
DPCD	9.971265	14.11465	8.19552	9.49448
DPCR1	0.01134935	0.02583425	0.0188198	0.01
DPEP1	0	0.01871485	0	0.0101865
DPEP2	0	0.0427106	0.0150381	0.0266012
DPEP3	0	0.0705178	0.0076637	0.0158249
DPF1	2.13659	0.934629	1.13435	0.842519
DPF2	34.0353	34.46595	34.04135	34.8792
DPF3	0.0127317	0.05871905	0.06383115	0.08003305
DPH1	29.4574	23.6783	21.51925	19.1707
DPH2	43.8499	38.33945	42.56645	38.1556
DPH3	9.65923	9.57353	14.91925	14.17545
DPH3P1	5.778105	6.39483	3.626275	3.831475
DPH5	31.50465	14.2733	32.1282	18.94735
DPM1	86.0865	98.14215	106.1155	123.569
DPM2	32.61345	45.0393	34.398	42.29335
DPM3	46.1518	44.3567	21.25395	21.66535
DPP10	0	0.0057185	0	0
DPP3	46.77645	74.5107	39.98395	62.89595
DPP4	0.0922816	0.1164449	0.430694	0.2458195
DPP6	0.01513095	0.01257805	0.01	0
DPP7	42.19235	27.3404	44.9488	31.7529
DPP8	7.069085	7.490495	11.31485	11.8543
DPP9	26.3235	19.8553	37.39505	34.2314
DPPA2	0.0263909	0.0229208	0.02987735	0.0330405
DPPA2P3	0	0.0140501	0.02494955	0
DPPA3	0.04446145	0.03242755	0.0147429	0
DPPA4	0.4815245	0.5995125	0.4281435	0.4971295
DPPA5	0	0.0604245	0	0
DPRX	0	0	0	0
DPRXP4	0.639523	1.19419	0.4718805	0.1799335
DPT	0	0.02679275	0.02347635	0
DPY19L1	10.0618	12.34605	9.578775	14.63215
DPY19L1P1	1.54055	1.46041	1.721335	1.29903
DPY19L2	0.447082	0.1118506	0.525703	0.4051155
DPY19L2P1	0.3863365	0.07714685	0.444226	0.225304
DPY19L2P2	2.35277	3.04626	2.5566	3.175395
DPY19L2P3	0.6113265	0.4181425	0.4735195	0.478974
DPY19L2P4	0.3994585	0.20166	0.591299	0.478757
DPY19L3	3.15634	2.436275	3.41409	2.90006
DPY19L4	10.241005	8.212245	8.106555	6.81038
DPY30	53.56465	58.74745	57.57705	62.26685
DPYD	6.06202	5.94531	6.26954	4.862565
DPYD-AS1	1.2107285	0.8575705	1.0520625	0.5904565
DPYS	0.0436464	0.0206823	0.00640485	0.0063198
DPYSL2	20.50205	14.56085	21.0233	16.9383
DPYSL3	0.06429325	1.493875	0.0517084	0.978687
DPYSL4	0.005	0.02699135	0.02889355	0.0154974
DPYSL5	0.0789956	0.1311325	0.05860755	0.07142665
DQX1	0.262846	0.1503285	0.6828555	0.464404
DR1	36.00095	33.14575	38.24115	35.9825
DRAM1	3.147085	1.247195	4.912845	2.96754
DRAM2	21.5384	14.37285	14.06355	9.874615
DRAP1	180.3835	223.168	156.511	203.5815
DRAXIN	0.0137031	0.0344557	0	0.00937705
DRD1	0	0.005	0	0
DRD2	0.13055875	0.08826545	0.166551	0.120291
DRD3	0	0.0103208	0	0
DRD4	0.11357645	0.3123075	0.154913	0.2758115
DRD5	0	0.0127123	0.08363455	0.0167522
DRG1	61.2059	44.55255	89.11075	74.54775
DRG2	21.00195	20.35045	20.0554	19.62345
DRGX	0	0.09891095	0.03890595	0
DROSHA	9.9832	7.830925	16.35745	15.26835
DRP2	0.1805065	0.1878985	0.11023	0.220903
DSC1	0.14399515	0.156831	0.0781605	0.0968609
DSC2	22.6841	9.63014	18.222	7.385215
DSC3	11.75295	8.463025	21.46275	14.7397
DSCAM	0	0.01117025	0	0
DSCAM-AS1	0.3588865	0.4827575	0.391483	0.3391945
DSCAM-IT1	0	0	0	0
DSCAML1	0	0.0222618	0.005	0.005
DSCC1	32.16205	15.51765	29.6098	25.82075
DSCR10	0.0491094	0	0	0
DSCR3	11.13825	12.21545	14.01945	14.0974
DSCR4	0	0	0	0
DSCR6	0.664476	0.5797505	0.3210605	0.305013
DSCR8	0.3559105	0.626608	0.442817	0.10483155
DSCR9	0.4176655	0.611817	0.09937875	0.23206
DSE	24.7613	28.62675	31.5482	32.98875
DSEL	2.5817	3.284445	2.690475	3.918525
DSG1	0	0.005	0.01	0.0106164
DSG2	41.6358	35.04655	42.20625	34.26855
DSG3	8.597605	4.666925	17.78925	6.32622
DSG4	0.005	0.005	0.0531688	0
DSN1	29.50245	16.7778	26.95335	26.4827
DSP	40.85395	53.8021	35.7095	43.76
DSPP	0	0.01	0	0.005
DST	8.302785	6.27309	7.590535	4.9323
DSTN	329.584	317.6385	335.861	339.676
DSTNP2	5.06917	7.266205	3.284305	4.55993
DSTYK	4.48279	4.108815	4.420835	3.347345
DTD1	55.77065	37.1635	62.80955	53.0294
DTD2	8.1751	6.52393	6.686455	6.2672
DTHD1	0	0	0	0
DTL	28.33575	8.58962	19.2495	15.45075
DTNA	3.50059	2.044795	0.4511015	0.295342
DTNB	6.567705	5.54362	8.9796	8.858325
DTNBP1	10.717375	5.57622	8.634425	5.68124
DTWD1	7.922265	2.86074	8.051495	3.874055
DTWD2	3.325235	3.382395	4.8027	5.875385
DTX1	0.00504775	0.0304086	0.00761945	0
DTX2	3.87956	4.358165	5.11121	6.078585
DTX2P1-UPK3BP1-PMS2P11	0.3156195	0.3545985	0.262062	0.3525335
DTX3	7.107145	1.186285	5.922215	1.26823
DTX3L	6.154105	2.24133	8.105685	3.886995
DTX4	6.91737	3.113695	8.180445	4.858395
DTYMK	37.7242	20.5446	36.0386	25.9235
DUOX1	0.6612985	0.348239	0.8564125	0.3823125
DUOX2	0.0373766	0.02073975	0.0314997	0.02277865
DUOXA1	0.5811235	0.10551505	0.563728	0.1736075
DUOXA2	0	0	0.00951565	0
DUPD1	0	0	0	0
DUS1L	117.187	109.789	132.3855	135.745
DUS2L	23.9102	10.6589	19.3141	13.1308
DUS3L	13.61775	9.1272	25.0717	20.732
DUS4L	7.9041	2.874765	12.22465	6.00592
DUSP1	7.157265	12.29965	14.7445	20.7069
DUSP10	68.0859	22.51335	61.9713	26.2967
DUSP11	26.05285	21.28025	28.9353	23.6473
DUSP12	22.9631	15.8704	22.84365	19.5834
DUSP13	0.12745875	0.1058269	0.0383454	0.02105705
DUSP14	15.94345	25.8357	24.38245	29.9031
DUSP15	0.015866	0.0646619	0.0250639	0.01236335
DUSP16	5.215575	2.754565	5.852555	2.78732
DUSP18	0.486699	1.17685	0.48647	1.164445
DUSP19	0.8589125	1.118605	0.5929505	0.795416
DUSP2	0.0315206	0.027182	0.0328225	0.0444296
DUSP21	0	0	0	0
DUSP22	6.92524	7.678745	4.20851	3.912645
DUSP23	47.5886	51.72325	41.52415	39.70955
DUSP26	0.0074545	0.0091727	0	0
DUSP27	0.0652537	0.015366	0.005	0
DUSP28	0.91418	1.835385	0.9981185	1.244925
DUSP3	15.38685	17.4998	23.35295	22.21175
DUSP4	38.23205	43.0133	41.5787	45.24105
DUSP5	4.41285	13.16415	9.393185	14.091
DUSP5P1	1.13257	1.096325	0.47509	0.500736
DUSP6	45.2636	61.498	52.9897	81.23405
DUSP7	8.01792	5.697265	17.65945	16.3629
DUSP8	0.2959155	0.422146	0.8927065	0.478034
DUSP9	2.69322	0.3164355	1.775125	0.3856295
DUT	61.62755	35.66765	82.25095	63.41255
DUX2	0	0	0	0
DUX4	0	0	0	0
DUX4L	0	0	0	0
DUX4L2	0	0	0	0
DUX4L3	0	0.00980905	0	0
DUX4L4	0.00767245	0	0	0.01050055
DUX4L5	0	0	0	0
DUX4L6	0	0	0	0
DUXA	1.28226	1.636655	1.26296	1.522485
DVL1	63.7822	40.77575	39.30505	32.54475
DVL2	23.19455	17.10795	23.47445	23.69295
DVL3	22.83835	24.7648	21.51685	24.92435
DYDC1	1.008506	1.349655	0.643847	0.86465
DYDC2	0.01729675	0.0984886	0.06362645	0.1293365
DYM	24.9947	18.5324	27.86415	27.7187
DYNAP	0.41518	0.3700965	0.330226	0.1914095
DYNC1H1	32.31525	51.74775	30.69385	42.432
DYNC1I1	0.2203095	0.4234115	0.2114765	0.07390315
DYNC1I2	31.70125	29.09395	31.09055	29.41415
DYNC1LI1	23.51765	26.72245	25.90155	31.18185
DYNC1LI2	72.7945	87.00745	79.92405	92.3965
DYNC2H1	3.365775	1.23486	3.2166	1.587315
DYNC2LI1	12.9787	8.31711	8.945385	6.9434
DYNLL1	344.666	482.5235	347.803	405.558
DYNLL2	62.17765	60.40335	72.88815	85.21395
DYNLRB1	136.7375	221.328	123.1625	172.7815
DYNLRB2	0	0.0899915	0.0399508	0
DYNLT1	128.7135	214.351	111.5345	177.019
DYNLT3	22.3041	21.97105	15.2854	16.22875
DYRK1A	10.52685	9.809505	9.85752	9.34982
DYRK1B	1.049035	0.9259785	1.0539495	1.53173
DYRK2	5.562305	4.58486	9.646035	7.680065
DYRK3	3.35996	10.33	3.46524	7.03242
DYRK4	15.00365	9.90454	18.5907	13.4915
DYSF	1.44208	1.365375	0.7139755	0.52837
DYTN	0	0	0	0
DYX1C1	1.639075	2.592075	1.837885	2.01839
DYX1C1-CCPG1	0.0566295	0.01137825	0.01	0.01
DZANK1	1.640385	2.85388	1.78142	2.30392
DZIP1	0.852179	0.6108595	0.30404	0.317941
DZIP1L	6.99067	5.022235	4.78725	3.33548
DZIP3	6.06273	8.819765	3.885665	6.20943
E2F1	25.52415	11.24195	26.55035	26.5283
E2F2	10.079935	1.08314	5.309165	1.4382
E2F3	16.12105	10.76355	12.7244	9.41933
E2F4	127.049	92.62925	108.9195	84.1501
E2F5	13.1942	5.746765	12.76725	8.343255
E2F6	7.622835	8.28819	10.019135	10.6217
E2F7	8.145735	3.84076	6.62298	6.967785
E2F8	3.097855	0.744403	2.805435	1.680565
E4F1	15.2105	14.04025	11.79605	12.4547
EAF1	15.5376	20.3428	20.29	22.45765
EAF2	3.24711	4.70191	4.48879	7.50222
EAPP	22.3158	27.6078	22.5262	23.64875
EARS2	25.18865	21.77155	36.9686	34.0027
EBAG9	31.48725	22.86645	29.25475	26.13575
EBF1	0	0.01	0.0142288	0.01
EBF2	0	0.005	0.01026795	0.01
EBF3	0.005	0.005	0	0.005
EBF4	0	0.0101005	0	0
EBI3	0.1075905	0.1749695	0.03891115	0.05196
EBLN1	0.02224625	0	0.111624	0.01522315
EBLN2	0.8585915	1.714995	0.666264	0.817106
EBNA1BP2	167.9295	156.609	130.733	122.9735
EBP	145.7125	121.232	112.0795	114.661
EBPL	52.12995	36.7703	55.17405	43.0579
ECD	19.8305	12.513	16.07645	13.5862
ECE1	23.7133	34.123	17.36585	28.79395
ECE2	43.76615	33.5808	54.92245	49.74795
ECEL1	0	0.0253522	0	0.0055432
ECEL1P2	0.0098501	0.1127705	0	0
ECH1	64.3932	59.32485	69.82725	60.05595
ECHDC1	52.0117	36.7887	60.6498	52.56295
ECHDC2	7.196145	3.146445	3.463355	1.54869
ECHDC3	30.0763	23.61325	29.5229	23.9721
ECHS1	107.6965	113.946	80.6113	82.5619
ECI1	29.86515	41.34915	26.6166	35.8057
ECI2	52.3172	41.4679	21.49345	18.5052
ECM1	1.63434	1.533035	1.1647	1.28188
ECM2	1.2347	0.2239	1.883775	0.2917195
ECRP	0	0	0	0
ECSCR	0.0202146	0	0	0
ECSIT	19.9021	16.8625	39.39235	35.7912
ECT2	68.41625	56.15905	76.3574	80.49925
ECT2L	0.127471	0.1369305	0.113349	0.1259951
EDA	0.047521	0.0423299	0.501518	0.798029
EDA2R	0.0066721	0	0.01262735	0
EDAR	0.01036415	0.01490085	0.0108605	0.02012675
EDARADD	0.3382135	0.3120595	0.2082005	0.2546165
EDC3	21.40495	18.8165	33.54255	31.06675
EDC4	46.12445	43.33565	34.4237	36.9878
EDDM3A	0	0	0	0
EDDM3B	0	0	0	0
EDEM1	25.51575	26.7762	29.01385	28.0117
EDEM2	11.72375	12.785	9.374795	12.3315
EDEM3	8.421205	10.20228	8.11975	8.72007
EDF1	313.519	427.8255	302.135	417.469
EDIL3	1.145735	0.303231	0.9800725	0.3036135
EDN1	1.0433195	0.997945	1.118763	0.574047
EDN2	0.715588	0.4000475	0.1290085	0.046665
EDN3	0	0	0	0
EDNRA	0.347443	0.02867655	0.9241915	0.1855955
EDNRB	0.01	0.02447155	0.02066615	0
EEA1	4.872935	3.667105	5.746	4.235225
EED	30.1058	20.91285	28.2271	24.276
EEF1A1	2599.075	2702.97	3118.535	2984.86
EEF1A2	46.6313	21.2633	16.1326	7.838465
EEF1B2	581.9495	553.9475	772.8715	730.1475
EEF1D	236.3875	321.0915	162.344	249.623
EEF1DP3	0.472372	0.6556475	0.354684	0.630765
EEF1E1	94.23945	81.8671	67.1778	69.95535
EEF1E1-MUTED	6.774755	3.44712	5.82304	4.05401
EEF1G	1662.255	1425.895	1562.64	1351.765
EEF2	683.9855	932.816	951.56	1264.24
