SUM149_DMSO_12H_R	SUM149R_JQ1_12H_R	LOG2_FOLD_CHANGE	P_VALUE
CSRNP2	4.585535	9.69629	1.08034278343673	0.00368755307686748
CSRP1	89.5092	86.59105	-0.0478180575869981	0.506078381509589
CSRP2	16.22505	41.0612	1.33955286622933	0.0473709104374254
CSRP2BP	9.531395	12.6069	0.403454279484807	0.0968991692046894
CST3	252.628	310.479	0.297481142615321	0.324475225017268
CST6	4.757105	0.816967	-2.54173415973934	0.0863364231249434
CST7	2.2216	1.50966	-0.557375414537509	0.0316921688127701
CSTA	7.23291	10.2441	0.502145136044907	0.0196180487784876
CSTB	108.9555	107.3385	-0.0215713921148341	0.74643471656358
CSTF1	44.57705	38.10055	-0.22648932185735	0.0601870010393784
CSTF2	20.1134	25.9211	0.365969964765762	0.045598088600222
CSTF2T	11.76975	10.26675	-0.197104116232343	0.0405520895282396
CSTF3	60.3835	58.1256	-0.0549806786302162	0.560157343833635
CTAGE5	16.25595	13.85095	-0.230982939490311	0.0865113039714592
CTBP1	72.0401	47.48325	-0.601381499979919	0.0619061291389334
CTBP1-AS1	13.26645	5.820905	-1.18846699084691	0.00726017373015654
CTBP2	40.1807	33.4088	-0.266274534010374	0.016978515394003
CTBS	5.58061	3.46679	-0.686822379138462	0.0857482455009656
CTC1	7.722755	9.542345	0.305228243951243	0.0262265832993189
CTCF	31.07575	33.1753	0.0943203012326997	0.12749766823538
CTDNEP1	90.26475	81.5119	-0.147152004314019	0.0619279417274086
CTDP1	12.85245	21.559	0.746246861614259	0.0473485531981475
CTDSP1	31.6847	11.20485	-1.49966302020572	0.0234336864216961
CTDSP2	18.35555	16.957	-0.114335389921318	0.146165060200063
CTDSPL	11.56005	8.836375	-0.387621087345288	0.00540489962378436
CTDSPL2	12.82225	19.3071	0.590482039420496	0.000915785633055962
CTGF	1.8693	27.9743	3.90353200329205	0.000101876767162759
CTH	2.3663	4.7334	1.00024385295488	0.0977330753682474
CTHRC1	3.47602	0.1638483	-4.40700377356117	0.0627063671586335
CTIF	4.543025	5.272815	0.214920135268532	0.029764444053719
CTNNA1	93.5827	128.2905	0.45510058351245	0.0301869793645616
CTNNAL1	38.2318	45.46945	0.250124427677907	0.0990584539553112
CTNNB1	140.062	168.9905	0.270876552442666	0.00636194080218536
CTNNBIP1	7.358055	8.74399	0.248967290873025	0.0479095932094483
CTNNBL1	42.3791	37.02785	-0.194742166973851	0.0320752154485913
CTNND1	76.5001	67.1592	-0.18787658867757	0.0837051177094748
CTNS	5.265275	10.7361	1.0278892256701	0.0012261295627292
CTPS1	66.013	37.69005	-0.808566454796312	0.00271612857626692
CTPS2	15.2351	3.00797	-2.34053688612746	0.00103544240670514
CTR9	12.629	31.4148	1.31470398833472	0.000474729224313301
CTRL	4.192895	2.317475	-0.855392926429714	0.00808243131551468
CTSA	33.01815	43.87305	0.410075715596746	0.0493464689272079
CTSB	48.52535	107.646	1.14948418778198	8.11145661678524e-05
CTSC	184.419	181.382	-0.0239560062046675	0.606829178821219
CTSD	220.3275	221.1255	0.0052158299824389	0.95520856390897
CTSF	9.102205	8.266905	-0.138868771064166	0.191724895182693
CTSH	12.41655	5.60477	-1.14753729302599	0.00286683088479097
CTSK	0.4668365	0.9300215	0.994346704695732	0.18953239299369
CTSL1	112.5355	169.341	0.589551133603474	0.0102233355247729
CTSL2	3.96613	15.96575	2.00917645444868	0.0112846237404054
CTSO	1.79315	1.67729	-0.0963640276287926	0.409827996946416
CTSZ	189.163	142.7645	-0.405992645678223	0.010967443788705
CTTN	120.2625	94.90215	-0.34167417764009	0.0167210162699825
CTTNBP2NL	5.208215	5.27458	0.0182672150994834	0.81432741524683
CTU1	2.513405	3.253805	0.372484633081711	0.18511470551487
CTU2	22.59355	24.8597	0.137897915187032	0.300542969172264
CTXN1	12.64555	5.8401	-1.11456480862185	0.0373277468880955
CUEDC1	7.4367	6.56162	-0.18061052815942	0.285099249933988
CUEDC2	45.78925	25.87965	-0.823190828486552	0.00296852258564252
CUL1	44.33075	44.7063	0.0121703793122572	0.518784149501052
CUL2	17.75575	16.36925	-0.117298078370605	0.309665700809388
CUL3	14.25495	14.12405	-0.01330914550689	0.863520748431369
CUL4A	34.7915	36.02575	0.0502935847538484	0.252618582162115
CUL4B	16.85905	17.53185	0.0564549971918188	0.513260752393915
CUL5	11.37215	9.615885	-0.242013486041251	0.0524443536975739
CUL7	8.845335	3.29659	-1.42394231441644	0.0208608073241414
CUL9	4.888155	3.3474	-0.546249075519904	0.0161781679530563
CUTA	104.7645	39.4581	-1.40875654120776	0.0175468789709896
CUTC	17.7217	10.34355	-0.776785588151633	0.00896815165384359
CUX1	6.060575	8.7277	0.526146835714374	0.0260352734354132
CUZD1	0.5340595	0.90268	0.757214160354296	0.0141316153296645
CWC15	25.85965	23.62605	-0.130324301292596	0.486275407305865
CWC22	20.5539	11.49465	-0.838449625890131	0.0199127406716816
CWC25	7.667055	13.33745	0.798738428385338	0.0272528894587683
CWC27	21.82145	12.60805	-0.791401808351574	0.00757666662431571
CWF19L1	18.2489	14.8007	-0.302144094593705	0.0169886263853878
CWF19L2	5.16814	4.80695	-0.104523354590033	0.267671595842272
CXADR	4.185535	7.58706	0.858128905353758	0.0713716809865083
CXCL1	53.42245	100.69935	0.914536325131551	0.0626397569065493
CXCL16	32.90245	22.65885	-0.53812037248876	0.00711352758843175
CXCL2	2.489635	3.63237	0.544976918330035	0.0243045113035841
CXCL3	4.332185	4.614125	0.09096223563906	0.407489632220909
CXCL6	0.507857	0.439117	-0.209816938731198	0.0132536039665983
CXCR4	0.8117515	0.9299905	0.196177833531263	0.474552842933152
CXXC1	35.05265	34.0262	-0.0428774748453093	0.33670719593129
CXXC5	10.56358	2.793235	-1.91908998686269	0.0508285171465577
CXorf23	1.652555	2.01595	0.286761569251649	0.103169038123671
CXorf38	11.5838	7.52243	-0.622837917180164	0.0645743729652681
CXorf40A	9.798305	9.183305	-0.0935187384802229	0.167924799993431
CXorf40B	22.2671	20.5734	-0.114133441957827	0.0497285662508729
CXorf56	9.388835	13.9237	0.568524575834503	0.0451267121738951
CXorf57	1.474015	1.129695	-0.38381788569646	0.0258449855391535
CYB561	24.623	18.3655	-0.423008372690367	0.00320863711957575
CYB561D1	3.84462	3.80647	-0.0143873021879116	0.847832034850043
CYB561D2	7.313935	13.12995	0.844141711923098	0.028313407976725
CYB5A	118.3255	122.418	0.0490546850801891	0.407427712925621
CYB5B	28.84785	37.8068	0.390181943216903	0.0134355654289608
CYB5D1	17.6394	17.3891	-0.0206182231568917	0.809676628814112
CYB5D2	9.718295	17.78835	0.872157564847044	0.00137151423850023
CYB5R1	15.73855	19.59945	0.316510539186604	0.0332020481894846
CYB5R2	3.92358	0.509199	-2.94586912530127	0.0179777663113117
CYB5R3	37.0773	51.82375	0.483077224110741	0.0610434379541309
CYB5R4	23.2321	47.2415	1.02393520516491	0.0205891076753391
CYB5RL	1.83303	3.06605	0.742150826406534	0.0490448194112098
CYBA	185.7755	142.8225	-0.37933697535401	0.0282709507985794
CYBASC3	16.6176	32.25455	0.95679065354907	0.000907037730327594
CYBRD1	11.19505	16.895	0.593735378846179	0.0136856957565254
CYC1	213.2015	118.173	-0.851317140112656	0.00788082080973756
CYCS	54.65575	99.6329	0.86624893540527	0.000916305788608344
CYFIP1	64.31945	95.68655	0.573061079260359	0.047299035830786
CYFIP2	0.502475	6.974295	3.79492366503682	0.0104441937959246
CYHR1	23.40505	14.60235	-0.680619282038196	0.0410355490354746
CYLD	3.615475	7.621885	1.07596264028067	0.0234804691028711
CYP1B1	27.0521	7.643185	-1.8234947362064	0.00421872389059263
CYP20A1	1.936	2.959025	0.612042932910087	0.0567986167205212
CYP26B1	1.2058	3.206835	1.41115949078932	0.00206642817561595
CYP27B1	10.8011	10.263	-0.0737257361281025	0.333847114951866
CYP2J2	0.7986295	1.290645	0.692493964151111	0.050980076145326
CYP2R1	8.03338	15.05395	0.906063058328886	0.00889372260515054
CYP2U1	3.7468	8.28145	1.14422442120405	0.00335044860423037
CYP4B1	1.69889	1.054604	-0.687891069869592	0.0192691468671181
CYP4F11	2.4557	2.377575	-0.0466434737274253	0.47067011731847
CYP4V2	5.20379	2.9194	-0.833890848521643	0.00219292307028569
CYP4X1	17.448	3.79081	-2.20248362128521	0.000814576425999887
CYP51A1	53.25875	31.3094	-0.766422706880554	0.0169882827363366
CYP7B1	2.034545	1.610645	-0.337067643549688	0.503016728663432
CYR61	8.497765	29.93135	1.81650199793227	0.00333512631130445
CYSTM1	19.6742	48.07345	1.28893536897009	0.039633287969375
CYTH1	10.7637	7.58848	-0.504291243984186	0.00141444093027135
CYTH2	9.607345	15.8012	0.717824425133762	0.0119498794637458
CYTH3	6.66724	11.803	0.82399203412679	0.00342162529289971
D2HGDH	5.251075	5.853725	0.156742169974187	0.473975672225371
DAAM1	2.6541	7.28153	1.45601889337791	0.01384728599818
DAB2IP	9.77159	5.55698	-0.814292283814158	0.0172127888552892
DACT2	5.041525	2.81808	-0.839147629813234	0.0851038054041451
DAD1	104.155	139.908	0.425746360628463	0.0306320051962878
DAG1	36.9073	69.83485	0.920040971473796	0.0176377166304373
DAGLB	9.91403	10.63435	0.101188325058496	0.254021625363279
DAK	14.0835	19.59095	0.476181444262811	0.025013085744305
DALRD3	20.33155	24.51215	0.269776825896091	0.0860020953024462
DANCR	43.86435	34.20645	-0.358780503586228	0.00473130508468107
DAND5	0.8328165	1.043058	0.324748825074815	0.492101386613556
DAP	16.3872	41.3528	1.33541564833967	0.0158220149495487
DAP3	57.969	62.22225	0.102148966202642	0.126255790961755
DAPK1	2.354795	2.927865	0.314247564933679	0.133326267452256
DAPK3	23.953	44.15065	0.882228319837702	0.010123537468728
DAPP1	1.77168	1.94415	0.134021485181042	0.046139430860263
DARS	75.98825	67.108	-0.179291591523174	0.119106156704101
DARS2	52.64535	26.96715	-0.965103048465132	0.0114877187026697
DAW1	0.7735735	0.950814	0.297624772173732	0.39981621335691
DAXX	48.0477	25.684	-0.903597468329124	0.00274552396262677
DAZAP1	98.55215	67.86645	-0.538188795527531	0.0644687657303666
DAZAP2	73.7233	83.0746	0.172286791147001	0.0121172076855493
DBF4	14.78805	18.82895	0.348520723475878	0.00997576125714056
DBF4B	10.5724	12.5621	0.248774744431765	0.125351690456144
DBI	358.496	458.6005	0.355280906030244	0.134005151308845
DBN1	32.10585	6.855355	-2.22753291239667	0.0557284650306689
DBNDD1	15.52385	5.693815	-1.44701887441031	0.0371502871031973
DBNDD2	64.7817	35.42925	-0.870645402361403	0.00774779348567576
DBNL	34.1133	32.0311	-0.0908609794639194	0.0246485886401042
DBP	3.82308	1.80002	-1.08672245324534	0.191450762949946
DBR1	13.1477	11.9271	-0.140567139586436	0.211643115330678
DBT	4.977875	4.53032	-0.135917044185678	0.0500639292971448
DCAF10	2.05763	3.65668	0.82955079815488	0.00219365380960745
DCAF11	13.2184	14.3874	0.122258342193499	0.0397691364161969
DCAF12	12.05685	19.48375	0.69241834220738	0.00370118879993202
DCAF13	60.20155	54.01245	-0.15650864201453	0.0609323600142504
DCAF15	12.40125	10.032265	-0.30583818403264	0.316865322309408
DCAF16	12.16425	8.33713	-0.54502463575292	0.00368882485099702
DCAF17	8.036275	6.223825	-0.368725438155792	0.067717952433957
DCAF4	18.3231	16.58135	-0.144102135754043	0.227429419916515
DCAF5	7.71598	3.45586	-1.15880463008252	0.0230165628585703
DCAF6	15.51215	16.4312	0.0830391874872122	0.158435428667912
DCAF7	43.47355	48.3126	0.15226158596683	0.0835438956843428
DCAF8	22.20575	21.6371	-0.0374261501313825	0.400459492361995
DCAKD	13.6311	16.5664	0.281358139244238	0.111983392281209
DCBLD1	24.92495	17.11285	-0.542510562090626	0.00253167434497322
DCBLD2	45.51605	37.37375	-0.284350034453346	0.0110728078392944
DCK	31.03495	21.2154	-0.548781941826853	0.000828769425836934
DCLRE1A	10.193905	3.273825	-1.63865770277631	0.0259500484384912
DCLRE1B	11.7416	6.834325	-0.780758253938751	0.0146582458635906
DCLRE1C	4.285855	4.21146	-0.0252625776570045	0.761048464428351
DCP1A	3.13264	2.923715	-0.0995763000207486	0.210024054275794
DCP1B	6.32103	2.130785	-1.56877463204648	0.0017045581078496
DCP2	4.0694	3.96668	-0.0368840794111719	0.228845069627822
DCPS	16.26905	15.7039	-0.0510071189698708	0.384726485427649
DCTD	108.88	64.0066	-0.766446391474013	0.000234907842260144
DCTN1	56.3801	54.6276	-0.0455559954820109	0.433745419176162
DCTN2	41.07	38.93815	-0.076900605868624	0.18728363086818
DCTN3	14.80985	25.42385	0.779625489447449	0.0573835559649679
DCTN4	13.9795	13.67155	-0.0321359447529371	0.393799051491453
DCTN5	13.7361	22.0785	0.684669712176833	0.004901773524042
DCTN6	24.91625	16.377	-0.605415850134611	0.0420677260388538
DCTPP1	137.9315	133.865	-0.0431731622322715	0.266726387266195
DCUN1D1	20.1341	24.451	0.280252485056967	0.115654001214819
DCUN1D2	8.042285	9.4239	0.228718767530375	0.0841640142882746
DCUN1D3	3.77425	5.23515	0.472040886723518	0.0497790831542498
DCUN1D4	5.48576	5.81811	0.0848590668011103	0.260396277712145
DCUN1D5	6.14495	4.840345	-0.34429139121031	0.030234799416734
DCXR	82.0209	239.015	1.54303768179106	0.000799607280956124
DDA1	10.585	10.05545	-0.0740436229840429	0.109968421895443
DDAH1	9.214705	18.8613	1.03341923083956	0.00149725654691596
DDAH2	8.62972	2.664095	-1.69566822151262	0.0160171067672775
DDB1	146.0635	148.3145	0.022063943869534	0.220338734020116
DDB2	17.45655	20.4502	0.22834649039307	0.00862481582004374
DDHD1	5.71992	6.781185	0.245542434471034	0.0198112094057602
DDHD2	14.01765	8.592055	-0.706169374335532	0.0494542700881809
DDI2	8.025355	6.67562	-0.265663377265746	0.0944283164954941
DDIT3	20.31215	61.23825	1.59209010159049	0.0152398732448642
DDIT4	515.4135	245.4465	-1.07032173115788	0.0433925179873868
DDN	1.96254	0.628852	-1.64192963433578	0.0210862104506265
DDOST	198.2135	149.4455	-0.40743576925973	0.0317035762278212
DDR1	86.07405	39.24805	-1.13295737591728	0.0306324888784817
DDRGK1	86.41795	119.3665	0.465995090616552	0.011765786519109
DDT	51.2693	32.1359	-0.673909323037806	0.0604751811066036
DDTL	2.568695	2.25428	-0.18836887748795	0.417418409588173
DDX1	65.26865	84.0269	0.364461060566436	0.0349432330339153
DDX10	17.1543	22.9421	0.41942719782098	0.0136728917118751
DDX11	11.35395	8.8431	-0.360570184954664	0.0871501196047266
DDX11-AS1	1.17825	1.22091	0.0513111738948455	0.735333574604724
DDX12P	2.24965	1.8013	-0.320662087861086	0.190519178448202
DDX17	65.1939	77.3125	0.24596470801689	0.0359529035549564
DDX18	49.964	55.80865	0.159599767976183	0.117470596583871
DDX19A	19.43925	34.79405	0.83986805895867	0.043169635785301
DDX19B	1.959555	3.41158	0.799913980746944	0.0782107260539111
DDX20	18.0452	9.01421	-1.00134216774098	0.00663695194016924
DDX21	118.861	109.8475	-0.113773387686364	0.144172161607477
DDX23	47.5058	65.42395	0.461715202056236	0.0531701711728776
DDX24	55.95055	61.4004	0.134095741108854	0.310847894912915
DDX26B	2.63116	3.70044	0.491997843279506	0.0782214044822369
DDX27	62.9257	67.6802	0.105084471386882	0.0996644328327275
DDX28	21.57845	15.27165	-0.498735294290155	0.0193526201514052
DDX31	20.17935	22.0736	0.129442234692727	0.0266435230336778
DDX39A	67.7823	67.5351	-0.00527108281470409	0.948346610887772
DDX39B	223.345	131.15	-0.76805614994426	0.00223086289509811
DDX3X	133.08	144.377	0.117547160442701	0.124381856907531
DDX41	35.72925	37.9112	0.0855184924010077	0.118533150333878
DDX42	41.84945	34.48665	-0.27917066890439	0.121120643516062
DDX46	30.15195	24.4769	-0.300830455505542	0.0369095034731836
DDX47	95.438	85.49145	-0.158783666932924	0.12688969913776
DDX49	49.3813	66.7785	0.435418870471434	0.0453683835495582
DDX5	149.221	157.804	0.0806831935063633	0.208590116191719
DDX50	25.73975	24.65915	-0.0618749703485242	0.0887327844854759
DDX51	8.368345	7.322375	-0.19263067037632	0.0989330803871325
DDX52	16.892	27.81405	0.719473678355147	0.00449562423412737
DDX54	35.65905	28.99275	-0.298576086954763	0.085639069901329
DDX55	24.0235	32.53295	0.437455294423978	0.0385745808048866
DDX56	51.30985	53.0075	0.0469606922521366	0.48352824619848
DDX58	1.22508	2.641145	1.10828754528894	0.016639715655619
DDX59	10.453	10.41495	-0.00526114037474025	0.959517623956728
DDX6	19.129	16.1284	-0.246158131760669	0.0557077425717868
DDX60	2.048765	1.865075	-0.135520865491119	0.264710869211843
DDX60L	3.46785	3.084855	-0.168838818129772	0.105167388292748
DEAF1	12.7087	11.5092	-0.143028905754765	0.298647954015649
DECR1	19.81875	12.40265	-0.676217566765727	0.0745948174467341
DECR2	8.845305	17.43225	0.978774996468421	0.028647954798187
DEDD	14.21745	8.550695	-0.733549138574577	0.0470405381519893
DEDD2	20.215	32.9462	0.70468587141726	0.0666928899120424
DEF6	6.95005	0.6759805	-3.36196982208307	0.0482722070688872
DEF8	55.8637	35.79385	-0.642199401352286	0.0754151471671431
DEGS1	80.22885	94.52955	0.236644269442814	0.0301533611949056
DEK	177.4335	127.757	-0.473876079913579	0.0102471579422497
DENND1A	28.4905	25.0707	-0.184478662483726	0.155667931406466
DENND1B	3.366045	0.859131	-1.97010442901169	0.0157719278447731
DENND1C	2.388645	5.31822	1.15475100207716	0.045454093379182
DENND2C	0.7477645	1.528325	1.03129548047431	0.00509585833388333
DENND3	2.59208	1.982715	-0.38663292898335	0.0149269600440581
DENND4A	2.081555	4.580495	1.13784183569101	0.011429345565129
DENND4B	14.0348	6.81641	-1.04192448527274	0.0282796626184706
DENND4C	16.67775	23.0289	0.465520833395473	0.0394648862851368
DENND5A	7.49786	9.066205	0.274019895129207	0.0851059489521534
DENND5B	2.13562	2.231555	0.0633943994356908	0.154059327179375
DENND6A	3.775445	7.371445	0.965300753330743	0.0120484357582056
DENND6B	0.5647915	0.6477665	0.197755482907359	0.529594177108422
DENR	42.93835	52.51585	0.290486159996639	0.00186352331555564
DEPDC1	17.97945	13.01845	-0.465791199924097	0.0376443310373907
DEPDC1B	19.7372	21.29235	0.109417848659585	0.187391695536569
DEPDC4	1.5499	1.53858	-0.0105756754097157	0.950584324878301
DEPDC5	4.538655	3.579975	-0.342315315074407	0.120283005056015
DEPDC7	3.661275	9.443975	1.36704808330226	0.112719601174543
DEPTOR	0.8732285	1.641815	0.910860450968384	0.0289867204043529
DERA	68.8785	50.18845	-0.456698333648453	0.048994850839954
DERL1	31.51355	30.65455	-0.039871056589173	0.104046399822413
DERL2	40.2073	40.79695	0.021003840083674	0.614561690952091
DESI1	20.9295	19.95205	-0.0690008607271864	0.350473783928178
DESI2	34.2965	39.3017	0.196530362682884	0.110319072458744
DET1	2.266415	2.94581	0.378252326701187	0.0306076636507724
DEXI	19.54065	21.56485	0.142203223162659	0.252559735229916
DFFA	37.8833	29.15345	-0.37789538779625	0.00324222385119625
DFFB	4.707005	2.505325	-0.909811618243178	0.0859386157770128
DFNA5	3.033475	0.891762	-1.76624079206269	0.00280476901344028
DFNB31	8.10955	13.60275	0.746204576971423	0.0192840294309888
DFNB59	2.400145	1.457835	-0.719294123557806	0.0213031335318925
DGAT1	7.000145	11.9175	0.767624914149584	0.00904353221502931
DGAT2	9.648655	10.424	0.111509235833004	0.191273846482824
DGCR11	1.34288	1.1029	-0.284028403409758	0.0230375233787012
DGCR14	8.629305	9.19861	0.0921715021678847	0.279742906275409
DGCR2	18.074	38.8505	1.1040173382019	0.00844920123437371
DGCR6L	12.558	13.68885	0.124394533479169	0.377042925053785
DGCR8	12.5331	11.7601	-0.0918429743103751	0.027769325615427
DGKA	9.7495	5.01488	-0.959113053297271	0.0020287299548721
DGKD	13.87095	10.3367	-0.424290921430343	0.0318979534010413
DGKE	4.309835	4.991585	0.211865356156735	0.0286160546179988
DGKH	1.164895	1.19958	0.0423294534726352	0.47046856039771
DGKQ	9.053735	11.24755	0.313025795223433	0.185432947773014
DGKZ	27.9213	38.7319	0.472156160575164	0.0608760743125294
DGUOK	84.6614	54.6073	-0.632610519874634	0.0193167895274426
DHCR24	183.991	114.897	-0.679294068736723	0.0221669470406659
DHCR7	106.4965	79.40955	-0.423421591968571	0.0208589823706872
DHDDS	11.00455	9.619455	-0.194073087426061	0.0725935956828932
DHDH	1.16096	1.703875	0.553501234087707	0.0811590129775229
DHFR	42.12085	43.8395	0.0576967938236806	0.106149136057427
DHFRL1	4.455995	3.37526	-0.400748975020053	0.00816120207745862
DHODH	11.0058	5.901405	-0.899133641296273	0.042229260173449
DHPS	32.46445	31.0008	-0.0665553221387634	0.437547355742848
DHRS1	7.046105	6.222175	-0.179407002269322	0.0461506748557129
DHRS11	4.700125	4.17332	-0.171503578648968	0.00903220819161971
DHRS12	2.66823	3.707835	0.474694013516031	0.217989195711786
DHRS13	5.386775	3.547085	-0.602787904083658	0.0876111485165674
DHRS2	0.5458125	13.565	4.63533980232531	0.0191316730131002
DHRS3	9.885255	1.948345	-2.34302901928786	0.0224743493070612
DHRS4	8.134495	7.282435	-0.15963186477411	0.0651656012289551
DHRS4-AS1	5.0663	3.200095	-0.662817774008964	0.117842213712382
DHRS4L2	3.32581	2.161525	-0.621656228932009	0.0925140296607926
DHRS7	40.331	41.58605	0.0442104813159831	0.491868107702258
DHRS7B	9.652125	18.5803	0.944855291422413	0.0163555795905781
DHTKD1	14.2425	17.7171	0.314940071385773	0.076741419365193
DHX15	110.2315	85.32745	-0.369454711572771	0.00170651116383014
DHX16	36.92375	26.92155	-0.455787606403894	0.0205364031287009
DHX29	23.2097	30.63525	0.400464749464975	0.0272818055487812
DHX30	38.566	34.50735	-0.160425833922527	0.108316061120983
DHX32	27.8876	23.59505	-0.241139553051361	0.147821923671099
DHX33	21.96045	20.28865	-0.11423474562151	0.243907478790447
DHX34	14.15925	15.5001	0.130532673714515	0.159158854731044
DHX35	10.02891	5.563455	-0.850111809536542	0.0812970632586535
DHX36	44.2068	48.5057	0.133885985558881	0.0835909974351287
DHX37	17.7163	19.84775	0.163898135931509	0.143439934157355
DHX38	46.1568	45.6032	-0.0174081444004339	0.62542426830577
DHX40	6.550225	9.00662	0.459441329681087	0.0530181242774027
DHX57	10.0909	9.582565	-0.0745710689074651	0.0369367035611686
DHX58	2.07289	1.329365	-0.640906284695958	0.00349206823571628
DHX8	16.51085	23.373	0.501428526593952	0.00843873354114359
DHX9	119.0755	113.743	-0.0660988452688592	0.0891402306524914
DIABLO	18.9732	42.16025	1.15192039912767	0.00178406459290704
DIAPH1	63.4166	85.9599	0.438803273168289	0.0195795245803957
DIAPH2	4.495155	2.531325	-0.828478114215789	0.00276061647374986
DIAPH3	10.3024	12.52365	0.281674634773999	0.0437312397418741
DIAPH3-AS1	4.271625	4.631935	0.116830007712889	0.763069033138167
DICER1	8.27575	5.12637	-0.690952453756598	0.00295317345116468
DICER1-AS1	3.11246	0.941372	-1.72521844888711	0.051701082807679
DIDO1	31.89225	22.77545	-0.485726324149602	0.0227296829374676
DIEXF	8.57794	5.52751	-0.634001494738549	4.58008140454653e-06
DIMT1	39.33235	39.9425	0.0222082479252155	0.7168659111965
DIP2A	7.308555	6.32629	-0.20822650291828	0.11907119521001
DIP2B	6.999305	10.39525	0.570640873578144	0.0230550036299345
DIRAS1	0.473716	0.494593	0.0622194208311689	0.84077800481968
DIRAS3	0.6803745	1.12419	0.724484911044606	0.0150941728615361
DIRC2	6.56936	8.46761	0.366201996229824	0.12677418987711
DIS3	16.01075	16.00755	-0.000288374095202773	0.775512007818227
DIS3L	11.94125	9.492305	-0.331123502569006	0.0694128505632753
DIS3L2	7.826165	7.77185	-0.0100474705104566	0.687143571548868
DISC1	1.005123	0.5631485	-0.835784748766719	0.0518640906173721
DISP1	2.680795	2.95061	0.138352342766475	0.340069059109379
DISP2	5.20076	14.70145	1.49916408630901	0.0100539262195298
DIXDC1	3.45849	1.79837	-0.943452410807884	0.00413267198488186
DKC1	140.5555	119.6235	-0.232639073751395	0.0561519544971622
DKFZP434I0714	3.20686	3.14396	-0.0285785096848334	0.861530416003553
DKFZP586I1420	1.65456	1.456365	-0.184075634817505	0.0102254761025081
DKFZP686I15217	2.864605	0.409222	-2.80738060730987	0.0259218433042994
DKK1	47.43745	36.02205	-0.397146173140203	0.0943575573234964
DLAT	32.13285	27.09015	-0.246280563419953	0.0144921173090458
DLC1	0.9477615	4.781765	2.33494726842967	0.00143721619145178
DLD	40.6052	56.5677	0.47831401902883	0.0241478754466168
DLEU1	15.61685	15.95185	0.0306202651024767	0.772893971298479
DLEU2	1.69436	1.33078	-0.34846834653449	0.209335492817631
DLEU2L	3.79704	3.272545	-0.214462166670565	0.537932742665398
DLG1	20.2246	22.62865	0.1620393481289	0.138775024013113
DLG1-AS1	1.1731345	0.853583	-0.458765079217382	0.391036498140457
DLG3	21.65885	8.75659	-1.30651557496837	0.0118563411407802
DLG4	1.118281	0.569518	-0.973469406901755	0.100713937720842
DLG5	21.2767	20.13305	-0.0797086614266928	0.193414850525942
DLGAP1-AS1	3.978615	3.27411	-0.28116350728984	0.287156512852905
DLGAP4	11.65275	16.47805	0.499875060156254	0.0590224036100441
DLGAP5	55.7097	66.85885	0.263189993196534	0.0417093333496057
DLL3	0.794113	0.598216	-0.408677815766269	0.284647537555067
DLST	61.86165	65.65755	0.0859156028915198	0.214639592320354
DLX1	5.61255	1.77685	-1.65933449676029	0.00217477826980606
DLX2	1.274834	1.24324	-0.0362045747479266	0.929865608278799
DLX3	2.15935	1.798155	-0.264079716957957	0.455091560025713
DLX4	1.124025	1.81613	0.692193351944985	0.0416638522459695
DLX6	3.314225	2.228575	-0.572550035333111	0.108348803686837
DLX6-AS1	1.35514	0.7781395	-0.800341183735336	0.0312224217376308
DMAP1	17.429	10.64715	-0.711022490825912	0.00929354512943718
DMBT1	49.27835	10.1008	-2.28648438937649	0.0142380822720062
DMD	4.599705	3.80635	-0.273133111703541	0.146367315975525
DMKN	80.54995	64.8575	-0.312610278723891	0.0207316355313624
DMPK	5.281495	9.627975	0.866286033594233	0.0358580977772632
DMTF1	10.99285	15.15745	0.463461596345232	0.032549011704875
DMWD	8.04181	11.4232	0.506374696089959	0.0856169743877676
DMXL1	2.86254	5.937275	1.05250508374671	0.00309295865750614
DMXL2	4.68104	8.40982	0.845245828926089	0.00867676404439818
DNA2	9.270275	7.69114	-0.269414682710014	0.0413292459370019
DNAAF2	15.7219	13.9488	-0.172634564680484	0.112453397199319
DNAAF3	4.397645	4.772395	0.117982309176766	0.225443435839044
DNAH14	34.2311	25.79135	-0.408420363128253	0.0512212373581999
DNAH2	4.59392	2.057755	-1.158654510781	0.00139807352037152
DNAJA1	109.218	194.358	0.831505848359908	0.00494870150935631
DNAJA2	39.4086	49.3882	0.325655890981782	0.0706283312539827
DNAJA3	46.129	56.5589	0.294080044289086	0.00815312616866288
DNAJA4	15.1982	21.1334	0.475624422637962	0.0551827733879372
DNAJB1	57.2557	153.968	1.42713930830375	0.00832236856990953
DNAJB11	110.402	112.3905	0.0257537867777284	0.281593580800069
DNAJB12	13.8988	12.82255	-0.116277131417137	0.276341308819731
DNAJB14	9.391595	7.60248	-0.304900079557574	0.0714221400604107
DNAJB2	9.274415	18.20095	0.972685564774268	0.0909416144417379
DNAJB4	7.58845	10.94915	0.52894173630443	0.0484166575920889
DNAJB5	0.4245935	0.9435725	1.15205108694589	0.103204440659555
DNAJB6	73.52185	114.318	0.636807607597408	0.00120051147990718
DNAJB7	1.18408	0.9142355	-0.373128811706069	0.229326467321387
DNAJB9	3.41488	8.95706	1.39119038766044	0.0224363791685412
DNAJC1	16.83335	59.99745	1.83357886932545	0.00547507886251142
