SUM149_DMSO_12H_R	SUM149_JQ1_12H_R	LOG2_FOLD_CHANGE	P_VALUE
CERS6	5.670915	9.466645	0.739271689699005	0.0165159886712663
CERS6-AS1	8.71669	13.3464	0.614598340444379	0.100949345004902
CES1	0.01457855	0.0296355	1.02347916373921	0.48093520193154
CES2	18.25775	21.00215	0.202028039558427	0.0818577956115512
CES3	1.544245	1.39737	-0.144187586864034	0.279652111921035
CES4A	1.42837	1.249365	-0.193174718896838	0.310898716410837
CETN2	85.02975	126.26	0.570358054930709	0.0254921962859817
CETN3	44.0505	40.98035	-0.104226088709383	0.290824330501488
CFB	4.85782	2.921955	-0.733375073961557	0.000203893780487107
CFD	1.943295	2.72429	0.487375361596569	0.123002893474956
CFDP1	19.559	16.7565	-0.223111772212035	0.111010510565445
CFH	1.06328	0.419004	-1.3434856388579	0.0212426642884547
CFL1	819.118	1129.39	0.463400559549663	0.0209853869747929
CFL2	14.70385	7.85409	-0.904677919240314	0.00908472559418794
CFLAR	11.17435	5.190385	-1.1062774533633	0.0012528820968441
CFLAR-AS1	0.8694585	0.2259095	-1.94437222754192	0.0169658695706282
CGGBP1	17.4832	26.24485	0.586065082384184	0.0214782638701652
CGN	5.3564	9.76249	0.865985464606977	0.0064496959912709
CGREF1	4.279555	3.339955	-0.357632123932785	0.0755734568810097
CGRRF1	12.68995	17.37665	0.453463590674507	0.154792966892159
CHAC1	2.487855	7.551425	1.60184651236773	0.000636929438643769
CHAC2	31.03965	37.23185	0.262425013594068	0.0625548614886802
CHAF1A	27.4849	12.1041	-1.18314341856189	0.0172938852523456
CHAF1B	23.6308	14.863	-0.668943127422284	0.00461625593873579
CHAMP1	12.9997	13.1466	0.0162114051712532	0.602674667621938
CHCHD1	47.8544	35.93435	-0.413287990179865	0.0164416303616611
CHCHD10	43.2999	25.0471	-0.789720117924509	0.0540280750652367
CHCHD2	941.0825	927.2845	-0.0213091625752882	0.602459611408809
CHCHD3	44.61755	39.86865	-0.162356540955939	0.129154939272252
CHCHD4	39.9626	16.17835	-1.30458597165227	0.0157273830391827
CHCHD5	20.08085	15.4537	-0.377868041705369	0.132479183532263
CHCHD6	20.7494	14.0156	-0.566036112712788	0.0504172047258982
CHCHD7	17.9387	47.4661	1.40382217383224	0.00294803540631702
CHD1	14.67895	11.30045	-0.377368550496271	0.0198065465420503
CHD1L	26.69925	15.19675	-0.813036396495008	0.0477664436013458
CHD2	14.45805	22.7332	0.652927792089916	0.0143747449580121
CHD3	39.11865	21.019	-0.896162549906156	0.00316194926186377
CHD4	62.433	37.71485	-0.727176103106877	0.0169878054227851
CHD6	6.19895	6.22559	0.00618670064030285	0.662740492717887
CHD7	4.98589	2.8178	-0.823281837469215	0.0159083993146764
CHD8	20.9422	20.40005	-0.0378403186422088	0.222379807482626
CHD9	7.12508	5.562205	-0.357249295284818	0.0693900440951063
CHDH	3.670265	1.092235	-1.74860093916796	0.0507279700194139
CHEK1	21.0891	14.14265	-0.576445055286474	0.0606402840355397
CHEK2	12.35625	9.633295	-0.359139714789125	0.0195964170374628
CHERP	21.348	22.50895	0.07639784292431	0.428926451586421
CHFR	7.83986	12.88475	0.716764748359552	0.035054413192337
CHGB	1.385815	1.0644745	-0.380593287353668	0.150943405143781
CHI3L1	2.6007	6.38917	1.29672853781566	0.0184530422462714
CHIC1	2.61361	1.47533	-0.82500618900859	0.0486738782400677
CHIC2	4.39372	5.479075	0.318489418424165	0.0928533544612903
CHID1	20.61055	19.27255	-0.0968355333259345	0.0382914298740617
CHKA	10.29845	10.67785	0.0521939711289325	0.136856582552052
CHKB	14.77355	12.32075	-0.261926459407721	0.00548722330973498
CHKB-CPT1B	1.585355	0.5650905	-1.4882520907785	0.181363672472242
CHM	7.48626	6.166295	-0.27984124366147	0.0869576617884593
CHML	23.2984	16.03745	-0.538786114862675	0.0434850599509437
CHMP1A	42.794	50.1338	0.228375054980831	0.0838438735318136
CHMP1B	37.96395	81.7733	1.10699975524491	0.000450054056350124
CHMP2A	88.3936	79.33005	-0.156074459039115	0.209208351742742
CHMP2B	41.82695	34.9853	-0.257683938366902	0.00948746245742736
CHMP3	36.53165	27.94185	-0.386719373184655	0.00336026173905111
CHMP4A	15.4895	20.26875	0.387966543899168	0.0784217720807344
CHMP4B	84.36265	64.0888	-0.396532156729099	0.0493516079965364
CHMP4C	16.4154	15.86025	-0.0496343930547908	0.144833445068288
CHMP5	19.60025	22.40665	0.193054912864342	0.0704322960311385
CHMP6	15.38235	10.00529	-0.620512940374121	0.0291194685043068
CHMP7	23.69935	34.6448	0.547791336772821	0.0542139693613466
CHN1	48.5002	21.57445	-1.16866691546731	0.00100160511253994
CHN2	0.888719	0.983549	0.146269596755983	0.0618688452984303
CHORDC1	27.95255	21.08965	-0.406444747779116	0.041712892413486
CHP1	24.2423	32.466	0.421403065456281	0.0234790679021842
CHPF	48.0815	62.8531	0.386501997521825	0.129646915053515
CHPF2	12.1032	30.6985	1.34277962764595	0.00166532635747409
CHPT1	43.85365	18.22695	-1.26662375644581	0.001653628871939
CHRAC1	17.84315	11.62475	-0.61817063853604	0.0260046540021348
CHRDL1	1.773265	0.939925	-0.91579060269843	0.0121400722457277
CHRM3	3.577205	2.82164	-0.342298864788616	0.110919268048874
CHRNA10	0.3853205	0.877772	1.18778730751284	0.0434839711990318
CHRNA3	0.7003555	0.6828125	-0.0365979495523099	0.864365967101559
CHRNA5	8.21508	7.93954	-0.0492192013619999	0.666266330048458
CHRNA9	2.478975	0.189058	-3.71284291873592	0.0291570984681703
CHRNB1	1.713845	1.501875	-0.190471894774958	0.228657967658945
CHRNB2	0.47486	0.3061885	-0.633082137084504	0.31120256852618
CHRNE	1.897795	2.07252	0.12706186320496	0.146657248505942
CHST10	1.830235	0.336495	-2.44337192771951	0.0184298841885991
CHST11	3.88907	4.912675	0.337083597865105	0.0556320606637913
CHST12	7.18809	8.56132	0.252224778611077	0.213242200631465
CHST14	24.31565	10.56035	-1.20322750736158	0.00494745895442771
CHST15	5.950875	6.27775	0.0771457634949173	0.371607511310552
CHST2	2.074015	4.10493	0.984931292153564	0.00569612847696023
CHST3	5.282205	2.44414	-1.11181336804191	0.0546735445646146
CHST7	1.80796	2.556725	0.499934234034215	0.13623284019537
CHSY1	15.5919	12.39965	-0.330497344082162	0.042855735802316
CHTF18	22.79955	27.6518	0.278368046202805	0.140746765422359
CHTF8	41.22585	50.96955	0.306086376386907	0.111984690979886
CHTOP	33.02545	57.5313	0.800768850738219	0.00931558121193918
CHUK	17.92015	17.7629	-0.0127155758148147	0.881904985109308
CHURC1	7.417555	5.14225	-0.52854396793544	0.0226814629930726
CHURC1-FNTB	6.92947	6.698675	-0.0488692538974593	0.715917806109622
CIAO1	23.8445	27.2282	0.191445081054067	0.106761509645947
CIAPIN1	39.1271	42.16955	0.108033441045704	0.174577388314397
CIB1	99.87235	151.189	0.598195954390594	0.0399366063036732
CIC	11.0054	13.9647	0.343572998831297	0.0676822303817717
CIDEB	14.34645	15.7872	0.138061530023915	0.186300016008228
CIDECP	11.98505	14.6334	0.288029083939792	0.298188782955813
CILP2	1.406735	2.42987	0.788528550514324	0.0302683797528357
CINP	25.69555	31.12465	0.276539081395633	0.214382711860692
CIR1	22.5354	23.2257	0.0435290207849607	0.358387690076837
CIRBP	57.4522	149.4855	1.3795715069597	0.00274227863202386
CIRBP-AS1	1.65921	5.36626	1.69342046176898	0.0674591478121002
CIRH1A	119.6725	68.87495	-0.797040396505546	0.0222968555247864
CISD1	18.8781	15.0309	-0.328782175330035	0.0355818182254496
CISD2	8.103715	9.995585	0.302707567568992	0.0452407359947035
CISD3	17.01475	10.68325	-0.671435351139728	0.0114071903255595
CISH	1.188765	0.4456915	-1.4153461933401	0.112931109014651
CIT	8.41852	8.124055	-0.0513666189120814	0.445674917545964
CITED2	12.6084	28.60985	1.18212672374098	0.0182227613876787
CITED4	33.11725	26.0989	-0.343593876598869	0.163086014329941
CIZ1	81.51455	52.48935	-0.635032865152839	0.0124816450653224
CKAP2	37.0664	41.88405	0.176288948071866	0.0309130791036968
CKAP2L	10.24205	12.1656	0.248302967657781	0.0857852731317997
CKAP4	59.511	23.3132	-1.35200931625249	0.00558366462100663
CKAP5	60.3342	59.0584	-0.0308337433662514	0.514438249311868
CKB	1.511975	7.348525	2.28102041518411	0.0374901283289988
CKLF	76.04815	44.09775	-0.786208105362101	0.0133396071606393
CKMT1B	1.61253	1.536935	-0.069269849212348	0.497483445838519
CKS1B	183.3635	188.018	0.036164298368042	0.419658947412733
CKS2	344.884	475.4135	0.463071670859529	0.0453204660162778
CLASP1	13.49605	14.3274	0.0862396031794674	0.184948899951704
CLASP2	8.638185	7.991265	-0.112304317664388	0.117021516988338
CLASRP	23.6435	27.2894	0.20689705837472	0.268698601386407
CLCC1	17.74955	20.2416	0.189540883777031	0.126012129797471
CLCF1	13.99785	6.125505	-1.19230456035919	0.00961747337506895
CLCN2	13.04155	12.7526	-0.032323931640764	0.789906003777803
CLCN3	27.92515	34.8044	0.317704674092392	0.116812785359653
CLCN5	1.354129	2.411815	0.832754065892068	0.233855157500264
CLCN6	6.82771	6.772135	-0.0117910495595623	0.381106035653899
CLCN7	20.589	21.86405	0.0866869037024092	0.430254897246533
CLDN1	6.375035	8.215855	0.365977457412936	0.0429289149741988
CLDN12	13.5178	17.32275	0.357807602753582	0.173728957166545
CLDN15	2.004995	3.30288	0.720125915750064	0.0381030096268486
CLDN22	1.623045	1.0657865	-0.606784535979922	0.0883060069873316
CLDN23	1.706855	1.23555	-0.4661871098188	0.0507466047386232
CLDN3	1.0086095	1.690345	0.744950012034647	0.103966697351066
CLDN4	34.487	81.62955	1.24303886894713	0.00672110074727636
CLDN6	0.1127979	2.94632	4.70710201616732	0.0431960059719944
CLDN7	169.066	170.1665	0.0093604914752644	0.912821176463564
CLDN9	0.327088	1.432975	2.13126270343088	0.00818891976196195
CLDND1	53.1354	80.5195	0.599664876351542	0.010516481227891
CLEC16A	5.193395	8.132415	0.64700587998672	0.0012816664141809
CLEC2D	1.209765	1.06695	-0.181234258074147	0.161347059724865
CLEC7A	0.9929795	0.7239415	-0.455890812466492	0.502994720081544
CLGN	1.66438	2.306365	0.470635991170584	0.0964746488568523
CLHC1	0.68746	0.574023	-0.260167228381465	0.324388904984706
CLIC1	433.554	351.9485	-0.300847357832827	0.0496014484020551
CLIC3	1.184585	3.566315	1.59005241374423	0.0113827735946777
CLIC4	43.36215	72.0425	0.732411955373418	0.0164193316332111
CLINT1	26.09215	24.85725	-0.0699491300995432	0.415578335747086
CLIP1	11.5348	13.91015	0.270144987669643	0.0578276194547281
CLIP2	2.092335	1.67787	-0.31848291611898	0.134726739340077
CLIP3	0.6639245	2.18806	1.72056120363018	0.0420824394694463
CLIP4	13.51285	5.745835	-1.23374351658642	0.00140605583934511
CLK1	19.39455	40.87535	1.07557978163167	0.00450530885717743
CLK2	13.95365	18.5823	0.41328652844648	0.0332683318935431
CLK3	37.3014	41.7993	0.164249003263008	0.184439713787839
CLK4	6.131305	7.969685	0.378328530266173	0.0295749203395585
CLMN	0.8119045	0.3471095	-1.22591919019823	0.00407298883189024
CLMP	14.07765	2.891075	-2.28372858248372	0.00685928698299204
CLN3	22.4486	8.618655	-1.38109082496731	0.00487417900802885
CLN5	7.1796	7.28534	0.0210928342617191	0.822495807362414
CLN6	34.81855	25.60575	-0.443388307301515	0.0671176837288556
CLN8	2.41026	3.317585	0.460944647917389	0.0921388736062498
CLNS1A	149.1925	113.611	-0.393072486574084	0.0721605339896
CLOCK	3.422565	1.776645	-0.945922502522572	0.0849126383335022
CLP1	22.46815	26.485	0.237294168972981	0.110480818917169
CLPB	17.65955	20.5572	0.219195194420443	0.0647554291547512
CLPP	65.02275	22.20275	-1.55020619533	0.0150098485152214
CLPTM1	50.40355	72.96175	0.533614984656673	0.00189164104181586
CLPTM1L	32.77425	29.78645	-0.137906575479708	0.0799792129577616
CLPX	30.1562	27.38305	-0.139171498315242	0.0177546892737503
CLSPN	10.84985	6.92802	-0.647160097443868	0.0489383847244549
CLSTN1	46.53985	52.9612	0.186469250358787	0.0615189849240429
CLSTN2	0.407342	1.29818	1.67217795528626	0.00542549961512377
CLSTN3	13.102	13.5385	0.0472808504328202	0.477039254546675
CLTA	67.44385	72.3859	0.102021808904898	0.342508944165348
CLTB	66.44855	81.5934	0.296214740680199	0.167245166256471
CLTC	57.9429	71.17215	0.296680925947473	0.0102300348189355
CLTCL1	5.63017	9.91602	0.816582696878855	0.0299666224501798
CLU	1.71965	27.25535	3.98635257830145	0.0158206829149629
CLUAP1	7.80737	7.912735	0.0193397994930934	0.734211630547684
CLUH	65.2678	52.94035	-0.30200367796507	0.12764840958576
CLUHP3	5.3666	6.768235	0.334771300448755	0.252508770566917
CMAS	99.75865	113.728	0.189073644682571	0.0381547537788532
CMBL	2.58651	1.2325	-1.06941912271637	0.0342807843844274
CMC1	65.73195	72.5817	0.14301106325893	0.0892718091322027
CMC2	78.69135	74.1368	-0.0860152140775982	0.0409475853163814
CMC4	28.4784	22.12785	-0.364004811833711	0.0157575636111568
CMIP	8.23538	8.386705	0.0262688896982214	0.188593781485413
CMPK1	92.1522	67.07705	-0.458199366900809	0.0400963171705345
CMSS1	83.5912	77.3183	-0.112541154362299	0.111626615644796
CMTM1	4.51307	2.58845	-0.802020705119591	0.217112914503388
CMTM3	14.87705	4.38914	-1.76107828636337	0.030185332769601
CMTM4	37.59105	28.35625	-0.406722458986248	0.0167461178140614
CMTM6	27.8849	37.70895	0.435422882176271	0.0885460048210093
CMTM7	25.55925	18.57385	-0.46057261400329	0.00886155376333391
CMTM8	4.025955	4.075665	0.0177044271391282	0.886866543332966
CN5H6.4	1.086282	0.4503115	-1.27040345034872	0.039769427848635
CNBP	115.1105	80.3318	-0.518976328800408	0.00377304160107068
CNDP2	27.24875	22.2852	-0.290104141129414	0.00181277888455276
CNEP1R1	4.085715	5.528895	0.436402601478585	0.0391476147632369
CNFN	4.96687	11.87905	1.25801057238669	0.0171753478377926
CNGA1	0.162985	0.995879	2.61123126947771	0.0294995751038886
CNGB1	1.04731	0.6158065	-0.766139537431517	0.074205448865179
CNIH	131.7305	112.264	-0.230694047257213	0.0568733619124387
CNIH2	0.8753285	0.4727125	-0.888861529657814	0.211656152815334
CNIH3	0.889258	0.783261	-0.183108922480039	0.464597779682012
CNIH4	229.539	260.2715	0.181278047109256	0.108012405260329
CNKSR1	10.9254	9.061295	-0.269896946864494	0.00926014458215388
CNKSR2	1.22813	0.349619	-1.81260778576711	0.0540947371285901
CNKSR3	3.564055	4.641255	0.380995363788349	0.184975320462496
CNN2	49.9139	27.4143	-0.86451299640986	0.00221807255337661
CNN3	47.5133	64.16545	0.43346527320558	0.00563340014901302
CNNM2	1.367125	1.83921	0.427941056740305	0.243837374687708
CNNM3	6.85888	9.72314	0.503449279253513	0.0742111378340392
CNNM4	6.135595	15.42585	1.33007482610207	0.0224560979321094
CNOT1	69.85565	69.52885	-0.00676507937796891	0.86819063321271
CNOT10	21.7274	13.6587	-0.669695367212699	0.00516841371396141
CNOT11	34.23755	28.12755	-0.283595573071592	0.00657828643677792
CNOT2	19.7343	16.14695	-0.28944366620985	0.014017025498251
CNOT3	23.24675	26.44885	0.186175960028693	0.0369715020042816
CNOT4	2.623175	3.953795	0.591924013429563	0.0574753860901314
CNOT6	12.76285	10.23088	-0.319020282620017	0.0250485327061032
CNOT6L	3.907055	2.124245	-0.879131395516777	0.00128196667344614
CNOT7	49.6291	51.8175	0.0622531202856074	0.340110115160839
CNOT8	23.94085	27.24825	0.186689201893976	0.00906842822169271
CNP	15.68925	19.1785	0.289713499684891	0.0741853758288294
CNPPD1	27.37325	24.02385	-0.188299362542139	0.145456012136598
CNPY2	72.75915	84.04865	0.208095957921203	0.0231762945809901
CNPY3	24.0141	20.24285	-0.246469318271289	0.231097722052309
CNPY4	4.539365	9.79157	1.109049706235	0.0062927691980405
CNRIP1	2.909445	0.904119	-1.68615939616937	0.037440254357333
CNST	6.06509	6.90782	0.187701436751978	0.305370836728308
CNTD2	0.776147	0.570137	-0.445021289933567	0.0340113133401975
CNTLN	8.09198	1.409755	-2.52104829437079	0.00645033806120559
CNTN1	16.9479	14.7894	-0.196542997242139	0.115149632776688
CNTN3	3.784875	2.117855	-0.837641836402455	0.0130690847673475
CNTNAP1	0.583391	0.470426	-0.310495331116528	0.162920312975117
CNTNAP2	3.787465	2.037615	-0.894351071456443	0.00472261510919469
CNTRL	5.53784	2.989275	-0.889527747126394	0.0303533137227389
CNTROB	14.9005	19.6868	0.401867884303865	0.00433733643728254
COA1	51.40595	39.0759	-0.395656252432648	0.0297446204165989
COA3	48.0366	25.9265	-0.889706581801573	0.0202311405886663
COA4	111.419	91.9683	-0.276786694699718	0.0543691924912291
COA5	13.12085	13.5798	0.0496010478626997	0.387898948111972
COA6	142.4405	59.6225	-1.25643063042039	0.00320712552599356
COASY	68.31955	66.30245	-0.0432362907852563	0.4329287966843
COBL	5.98692	4.91364	-0.285021830525682	0.0508355197797624
COBLL1	2.84873	1.66158	-0.777763134776714	0.0631355020684748
COCH	3.599925	1.252695	-1.52293165295361	0.0527069914103836
COG1	8.49778	11.52395	0.439477406922954	0.00236131092460727
COG2	25.79545	39.5203	0.615477284079214	0.00329170725210023
COG3	5.886875	7.19212	0.28891509805924	0.0769734254370953
COG4	19.09715	22.1202	0.212007078823553	0.090588801537037
COG5	9.20315	9.25688	0.00839827708239553	0.762726869248424
COG6	6.77058	8.49123	0.326694123800077	0.0278508120835425
COG7	10.282085	6.65969	-0.626605915355523	0.0192376605902915
COG8	29.05385	25.92825	-0.164204515217935	0.0379703836451341
COIL	9.35496	4.60408	-1.02281858299208	0.00227094781144501
COL12A1	7.64351	5.358145	-0.512501671548837	0.0582717160443827
COL13A1	1.234185	0.637192	-0.953758606690152	0.022249274252583
COL16A1	13.88375	6.744095	-1.04170052847949	0.0586018832854289
COL17A1	0.236363	0.107614	-1.13513843838504	0.00356624155183187
COL18A1	6.10629	4.98051	-0.294002627056161	0.203549137335423
COL1A1	7.245635	7.401975	0.0307981313444848	0.802869132883159
COL27A1	1.587055	0.7200625	-1.14015808601275	0.0403556521272833
COL4A1	8.121655	3.9002	-1.05822563784363	0.0072322146940089
COL4A2	32.37295	17.0749	-0.922911708463483	0.0589447643459763
COL4A2-AS1	4.588725	2.006375	-1.19350207237046	0.0395709623321479
COL4A3BP	6.4974	9.70961	0.579550824275531	0.0262480159835272
COL4A5	5.935925	4.80408	-0.305212687982146	0.0612596561978003
COL4A6	2.463475	0.857752	-1.5220623410738	0.00734399575026415
COL5A2	0.6033255	1.105995	0.874336398086131	0.0275509699932532
COL6A1	36.44305	43.63485	0.25983713117849	0.204396997620013
COL6A2	7.709625	7.84993	0.0260191007088381	0.353161583929255
COL6A3	45.2576	12.8794	-1.81309469525447	0.00757219087778192
COL7A1	18.5194	16.7526	-0.144652339346354	0.207434148154006
COL8A1	5.483395	6.24086	0.186675445484195	0.0138322704147438
COL9A3	26.4187	9.496875	-1.47603470706817	0.0590571940368722
COMMD1	26.32295	36.364	0.466189722874312	0.05259960635689
COMMD10	16.40275	17.29495	0.0764131329704502	0.38728801270307
COMMD2	15.49495	11.811	-0.391666981229171	0.10262158277474
COMMD3	30.16895	29.5927	-0.027823153624107	0.704880272805628
COMMD3-BMI1	12.55485	11.9423	-0.0721640760869955	0.418006290125053
COMMD4	81.16415	41.61175	-0.963851670529347	0.00468143559767751
COMMD5	20.0347	23.87545	0.253027018064021	0.0765388143440118
COMMD6	22.9846	29.4479	0.357497196485114	0.0290739571884901
COMMD7	24.96105	13.4864	-0.888173330180332	0.0110257985633478
COMMD8	9.121055	11.40155	0.321957356401067	0.00189338598228026
COMMD9	10.35615	7.714125	-0.424913337950462	0.0144685802094528
COMT	71.6789	53.8342	-0.41302551270466	0.0958273484543311
COMTD1	15.72425	6.085735	-1.36948778751227	0.0942962030605942
COPA	36.82755	38.3602	0.0588248189164238	0.357245981082176
COPB1	68.24755	85.17005	0.319568940683283	0.00613283246669698
COPB2	98.6776	114.7515	0.217718479791024	0.0798273261008063
COPE	92.3736	127.713	0.467352886228174	0.0994596461136259
COPG1	48.48075	45.2677	-0.0989300107941215	0.0880071371664058
COPG2	5.24195	5.266545	0.0067532314230696	0.958827256393102
COPRS	50.70475	38.64885	-0.391695417365588	0.0230961259835526
COPS2	41.613	41.9012	0.0099572614308063	0.818288091055537
COPS3	63.09945	46.20755	-0.449498832678877	0.000474819126273287
COPS4	33.4433	27.54305	-0.280028885394807	0.148753214625111
COPS5	44.97815	38.26815	-0.23308016434791	0.0542689064399059
COPS6	85.4688	65.26975	-0.388983353364184	0.00315999216056362
COPS7A	47.8562	32.4039	-0.562538384479074	0.0135107542044743
COPS7B	26.5659	20.04755	-0.406149652795829	0.0496085079875878
COPS8	63.71375	56.71965	-0.167756122475737	0.0532016950142125
COPZ1	80.68935	53.42875	-0.594762003322559	0.00361913258871179
COQ10A	6.267405	11.1542	0.831646916245829	0.0452690623513382
COQ10B	9.89875	14.48475	0.549216524243329	0.0062620377647496
COQ2	16.07305	19.90035	0.30815008574921	0.0759281621343222
COQ3	29.47805	11.5485	-1.35193561550989	0.0296166156219611
COQ4	19.86595	27.05855	0.445786745469481	0.0129498887624018
COQ5	28.8087	25.8736	-0.155023758343651	0.121463749814877
COQ6	11.70175	15.52285	0.407669159701907	0.0200129118613489
COQ7	5.08493	5.23794	0.0427716200401159	0.720803910674335
COQ9	35.0075	36.24085	0.0499527551566916	0.513003294282616
CORO1A	24.35115	32.79395	0.429439777245334	0.0563453123103991
CORO1B	56.79465	67.57345	0.250701478915482	0.0906580183096214
CORO1C	39.35925	66.0395	0.746626467284697	0.0134433409119794
CORO2A	1.473035	1.696365	0.203654912272567	0.254957957591048
CORO6	3.24941	2.925005	-0.151738698887837	0.0954443855886134
CORO7	6.82601	7.643285	0.163150298074575	0.325365588923776
CORT	0.430306	0.9744805	1.17927035974943	0.23053637618039
COTL1	122.127	188.3505	0.62503767457406	0.00654111721970681
COX10	8.465865	4.470075	-0.921358445561273	0.00257175828798262
COX10-AS1	4.708465	5.11959	0.120771471763333	0.164879733640939
COX11	38.79185	55.7684	0.523694300275879	0.0436777961965126
COX14	43.8683	45.9956	0.0683170580445507	0.252341335937921
COX15	8.972715	8.40398	-0.0944718589856881	0.1837515925996
COX16	31.66635	26.34295	-0.265533671690057	0.0458396278719956
COX17	196.446	174.7305	-0.169001332996461	0.178595184162661
COX18	9.67419	6.88027	-0.491675691220792	0.0146925447875917
COX19	3.66662	5.35353	0.546039730449144	0.0725636992870453
COX20	4.802655	4.456335	-0.107974486174467	0.302137785610554
COX4I1	337.486	341.557	0.0172987038489249	0.766411353594604
COX5A	271.5745	245.282	-0.146906655650042	0.0889891136916325
COX5B	329.899	342.2655	0.0530914727760285	0.531434650225581
COX6A1	401.39	501.2525	0.320532852363773	0.0312379762651797
COX6B1	309.663	344.6205	0.154309510592263	0.0317282500788527
COX6B2	1.55371	1.71343	0.141170003775761	0.279750553926531
COX6C	142.5735	154.579	0.116638483967541	0.284529339936602
COX7A2	215.173	267.36	0.313286579250597	0.0122407934053841
COX7A2L	91.8488	104.4485	0.185458995968364	0.0167370682465858
COX7B	738.261	829.064	0.167352528065709	0.0429146421120264
COX7C	1013.472	1010.29	-0.00453675817917525	0.952180147174566
COX8A	664.515	737.246	0.14984432421238	0.245038421801476
CP	2.388655	2.45243	0.0380134615818994	0.681413013609238
CPA4	0.4990395	1.19899	1.26459370874994	0.0171416624766738
CPD	9.406525	11.1947	0.251082107080547	0.0797038307802839
CPE	12.7094	18.34505	0.529494913161066	0.00196921793378178
CPEB2	2.49363	2.86824	0.201918329861876	0.252861492758013
CPEB4	0.8675275	2.98825	1.78431945456694	0.0271884013678065
CPLX1	1.0966145	0.2299615	-2.25359220346477	0.0993698454218117
CPM	0.9761365	1.940505	0.991277341292261	0.0422133785930813
CPNE1	132.5625	195.317	0.559144808217083	0.058173123848309
CPNE2	7.785185	2.27853	-1.77262795683164	0.0358639606445355
CPNE3	55.79575	57.04585	0.0319667012488388	0.726903070533383
CPNE8	7.768225	5.94565	-0.38575044854967	0.0674276696939175
CPOX	36.5151	34.3509	-0.0881452831144145	0.01624327725855
CPS1	7.618905	6.29375	-0.275663793288626	0.170919085854858
CPSF1	19.60425	23.48	0.260265958737194	0.174009426445517
CPSF2	27.11915	12.72075	-1.09212822787315	0.00417232055930273
CPSF3	83.5822	54.8001	-0.609017207065797	0.0429573314820283
CPSF3L	33.09575	50.4246	0.607481769669584	0.00574737205693084
CPSF4	20.37775	19.6492	-0.0525241901681362	0.647734397838373
CPSF6	16.92635	19.64945	0.215218027289021	0.0157957172398391
CPSF7	49.97675	51.52675	0.0440645130923884	0.0821510748816733
CPT1A	37.5145	18.8474	-0.99308281251969	0.00963020990808686
CPT1B	15.6835	7.342475	-1.09490920014463	0.0431741112350325
CPT2	24.44045	34.1815	0.483944860302347	0.0343883171662201
CPVL	32.81755	25.3685	-0.371429320611435	0.0150392233086798
CPZ	1.91441	1.36694	-0.485949918818398	0.0560523395298186
CR2	1.386765	0.864752	-0.681364980134806	0.0563951542307446
CRABP2	2.23766	3.07175	0.457069960984982	0.145349638309506
CRADD	4.275415	2.1446	-0.995355875702026	0.0315005643232365
CRAMP1L	4.65668	5.472755	0.232965526806572	0.0211130446246708
CRAT	15.0627	18.39085	0.288007763355472	0.108293226384621
CRB3	25.48885	42.9286	0.752072840312779	0.0545961328064361
CRBN	11.6575	9.065485	-0.362802318894968	0.023091504562987
CRCP	39.017	39.7901	0.028306670776968	0.259513416462823
CREB1	4.401785	5.27043	0.259831992003909	0.0449734983478177
CREB3	11.7542	18.0653	0.620044861587362	0.0117237683771809
CREB3L2	1.827115	2.326075	0.348330173462709	0.0688969128727635
CREB3L4	8.036975	6.604815	-0.283134441888361	0.0832600484555577
CREB5	0.8526795	2.062765	1.27450399482521	6.18158824331864e-05
CREBBP	8.96871	5.47976	-0.710787784264236	0.00297414635006164
CREBL2	10.5543	11.47395	0.120531239272103	0.0201023598236945
CREBRF	0.831338	1.36926	0.719889353764414	0.176980787649926
CREBZF	23.1473	25.86845	0.160349691234341	0.0637050929672813
CREG1	37.10875	68.5751	0.885925415900761	0.000694249620635472
CREG2	1.097815	0.460419	-1.25361568166964	0.0290131261938094
CRELD1	7.063755	13.85965	0.972383614937576	0.0713406260468566
CRELD2	24.76475	29.2794	0.241597932847866	0.221296908241765
CREM	11.73595	13.3466	0.185537637506235	0.139001110604969
CRHR1-IT1	2.81684	1.67379	-0.750959085888879	0.113629735024831
CRIM1	6.41171	7.920125	0.304814025692139	0.177432405485959
CRIP1	161.204	131.568	-0.293078903196003	0.181515143235867
CRIP2	25.70685	19.01085	-0.435329801526733	0.143404558329388
CRIPAK	4.290265	5.19064	0.274845669707467	0.000527823939028962
CRIPT	15.45265	22.85755	0.564816506261058	0.0211298864738959
CRISPLD2	0.485032	1.985235	2.0331579575098	0.0128982405371721
CRK	39.933	55.42865	0.473050410585029	0.0530057206738222
CRKL	20.87795	24.1101	0.207657573687229	0.0531507961474974
CRLF3	8.68613	10.95425	0.334705261317331	0.026604739430673
CRLS1	18.8598	15.50725	-0.282371510237661	0.0132074320265728
CRNDE	17.32055	12.01245	-0.52795431638911	0.0934802359455462
CRNKL1	16.6985	21.35475	0.35483849495955	0.084531852890075
CROCC	3.166605	5.36931	0.761799784215785	0.0450479791662581
CROCCP2	19.2697	21.3684	0.149144776244086	0.134264773392933
CROCCP3	1.075759	1.2381	0.202772933986821	0.278352950611435
CROT	2.93881	2.81239	-0.0634354190368766	0.521113203942088
CRTAP	17.9501	13.5342	-0.407382268255481	0.00310078595092465
